;;;N_101;N_102;N_103;N_104;N_105;N_106;N_107;N_108;N_109;N_110;N_111;N_112;N_113;N_114;N_115;N_116;N_117;N_118;N_119;N_120;N_121;N_122;N_123;N_124
2030;sc01;04-21 02:00:00+02:00;9.74584764;33.14350795;77.58006048;10.37076064;2.424390211;3.613365912;7.56818825;9.346927032;56.4101356;39.05506254;0;0;18.37333325;69.2135416;132.7996168;34.2522433;0;46.53136872;8.289971407;0;0;0;0;0
2030;sc01;04-21 03:00:00+02:00;7.810802568;33.69589977;74.48628114;10.97153393;2.385907856;2.759902264;5.621804625;5.138934237;57.39920883;41.61153692;0;0;20.27017542;52.7942709;134.4964969;34.6061815;0;44.56178694;9.149037046;1.850846208;0;0;0;0
2030;sc01;04-21 04:00:00+02:00;7.759013004;34.24829159;74.52797634;11.48826187;3.155555524;4.828905216;6.27059925;3.358891953;60.26752078;39.36970557;0;0;28.45263157;28.2916666;132.8117446;34.6510469;0;45.44106478;6.215758829;3.374372352;0;0;0;0
2030;sc01;04-21 05:00:00+02:00;9.628144164;36.34738041;75.345201;13.18895902;3.963685618;4.023471872;11.78535288;3.205440144;69.26808595;47.62908423;0;0;32.2091229;29.3020834;133.3700948;34.6460618;0;44.35076051;5.837445661;3.663009152;0;0;0;0
2030;sc01;04-21 06:00:00+02:00;9.990670896;37.56264239;76.35630816;16.69965896;10.62113822;6.764900848;31.57358625;0;79.6533535;57.34368705;0;0;42.77192989;35.3645834;135.9835049;36.2512463;0;49.59125477;18.65882266;9.769016192;0;0;0;0
2030;sc01;04-21 07:00:00+02:00;13.1827891;38.11503421;81.26174124;20.58122965;16.31653116;13.78842705;43.9006825;1.09803375;83.37886218;59.93949176;0;0;59.24842096;35.8697916;139.984243;39.1674975;0;59.86121686;31.469022;20.65389619;0;0;0;0
2030;sc01;04-21 08:00:00+02:00;22.32128686;39.44077453;87.0406875;24.33545174;20.47262869;19.30084215;53.95699788;13.62312044;83.01620198;57.57966923;0;0;73.97684218;36.8802084;143.2569542;39.9052841;0;62.56939164;30.62297623;28.43221133;0;0;0;0
2030;sc01;04-21 09:00:00+02:00;30.82418593;40.32460138;90.3888072;27.60542331;22.78157184;22.33045363;52.98380613;28.38860536;78.76318765;54.0006051;0;0;77.88210531;55.8255209;145.5588484;39.7956132;0;56.484791;27.09127546;31.24121254;0;0;0;0
2030;sc01;04-21 10:00:00+02:00;35.33458302;39.88268791;91.84813704;29.6168091;23.35880759;24.30339584;51.36181975;42.12084705;75.86190658;52.70270265;0;0;74.46035084;89.9270834;145.3376569;38.2801595;0;46.17965778;24.99716482;33.835968;0;0;0;0
2030;sc01;04-21 11:00:00+02:00;36.61048865;38.77790437;94.66881318;29.35861977;20.70352304;22.82553647;53.95699788;49.83095354;74.14751313;50.89350552;0;0;68.58385977;115.4401041;143.1998951;38.3998006;0;37.03517109;23.85387289;31.46438541;0;0;0;0
2030;sc01;04-21 12:00:00+02:00;37.0483456;36.45785876;90.98921718;24.80771242;15.81626019;12.93865798;43.9006825;46.83352617;71.60889225;46.09519961;0;0;58.9508771;129.3333334;142.5713181;36.9491525;0;26.13212938;22.90342253;26.14989773;0;0;0;0
2030;sc01;04-21 13:00:00+02:00;36.02667942;35.57403191;85.74605352;23.14508012;11.50623309;6.953327896;39.0347235;30.94954736;71.34513943;44.95461887;0;0;50.28491229;127.5651041;141.3727255;36.0568295;0;21.63022812;18.66263036;21.19248653;0;0;0;0
2030;sc01;04-21 14:00:00+02:00;31.15846375;36.5683371;82.7148168;21.22565532;8.850948537;8.545721296;35.4663535;21.33322692;73.29031658;46.64582501;0;0;50.06175447;114.6822916;140.7062631;35.5184447;0;25.92110262;15.09395797;17.66338112;0;0;0;0
2030;sc01;04-21 15:00:00+02:00;28.10758968;39.21981775;80.36321094;19.76696702;7.388617911;9.502635112;33.51996988;17.97092489;77.5433309;50.06756762;0;0;47.56982458;98.7682291;140.9550603;35.9322034;0;41.18536108;15.32794717;16.77366566;0;0;0;0
2030;sc01;04-21 16:00:00+02:00;26.19608526;43.52847384;79.91081874;20.41581619;7.273170704;12.01130131;33.51996988;15.737347;82.95026373;56.39975796;0;0;56.49614023;84.1171875;142.106527;37.8414756;0;76.74334617;16.0127185;19.58861824;0;0;0;0
2030;sc01;04-21 17:00:00+02:00;26.82226775;48.72095669;82.525104;23.9712162;8.697018975;16.05694105;36.43954538;15.37588241;90.13752825;66.74364665;0;0;67.20771928;53.5520834;142.8778678;38.7886341;0;102.9809886;19.9335414;23.67119206;0;0;0;0
2030;sc01;04-21 18:00:00+02:00;29.3175814;56.23348515;86.38815852;31.44601887;13.54579947;23.15436026;47.14465525;18.81661548;100.7206104;85.50423551;0;0;74.16280699;52.0364584;143.3908242;39.8803589;0;112.2309887;27.76290419;27.43834854;0;0;0;0
2030;sc01;04-21 19:00:00+02:00;35.76773182;56.67539862;88.54171254;34.44685888;24.28238482;33.14468893;57.52536788;25.83789343;99.89638278;91.69208354;0;0;76.61754386;66.6875;144.3492826;40.1246261;0;120.9885933;43.70683853;30.425888;0;0;0;0
2030;sc01;04-21 20:00:00+02:00;46.24804922;52.69817765;91.3874058;30.13877528;24.12845526;32.3429503;55.9033815;42.27770912;90.92878673;76.61557079;0;0;80.59719302;75.78125;146.7871258;40.4087737;0;133.65019;43.65672433;30.61335322;0;0;0;0
2030;sc01;04-21 21:00:00+02:00;42.45799734;46.73234621;94.20599718;24.84810539;22.74308941;26.72339045;47.79344975;47.54963501;79.02694048;61.23739421;0;0;70.9270176;89.9270834;142.4827261;37.1734796;0;116.8032318;33.61951124;24.04314675;0;0;0;0
2030;sc01;04-21 22:00:00+02:00;33.90330881;40.43507972;97.43528574;18.40152021;16.2780488;19.17891883;36.76394263;41.33994734;65.6744536;48.53368299;0;0;53.66947374;96.7473959;140.2211431;35.3738784;0;92.07794688;23.57996433;15.10730893;0;0;0;0
2030;sc01;04-21 23:00:00+02:00;24.43524127;36.01594529;91.2143709;13.03087919;8.889430892;11.11719638;24.43684638;31.15414988;57.20139408;40.47095598;0;0;38.94105252;112.4088541;136.6845035;32.6919242;0;70.37737651;13.78521557;7.290310528;0;0;0;0
2030;sc01;04-22 00:00:00+02:00;16.92105152;33.69589977;85.75647714;11.42854535;4.233062316;5.752567304;14.380531;24.38180518;53.57479278;37.75716009;0;0;30.27508771;127.3125;135.4894911;31.2612164;0;56.44961987;8.311466424;3.258322432;0;0;0;0
2030;sc01;04-22 01:00:00+02:00;12.2882427;32.70159458;81.91218546;9.902457778;2.039566377;3.011138328;8.216982875;17.79360268;51.92633758;36.61657935;0;0;24.39859638;84.6223959;134.2598279;30.9920239;0;49.73193928;5.330776343;1.303329024;0;0;0;0
2030;sc01;04-22 02:00:00+02:00;10.55093947;32.92255127;76.93170102;9.93551713;1.269918709;1.984026072;6.91939375;11.00079765;53.08025625;38.74041951;0;0;17.85263157;67.9505209;133.5901311;31.2612164;0;46.56653985;3.547177184;0.8391296;0;0;0;0
2030;sc01;04-22 03:00:00+02:00;10.12249883;34.8006834;76.93170102;11.56753459;1.693224898;2.080086952;4.973010125;10.74504441;59.90486058;46.48850349;0;0;18.26175447;55.5729166;134.1796674;31.9541376;0;44.91349821;4.697593093;2.76436672;0;0;0;0
2030;sc01;04-22 04:00:00+02:00;11.29953359;38.44646924;75.22636986;16.02345428;3.001626033;4.65895132;8.541380125;11.93173926;75.59815375;63.28257371;0;0;20.19578939;58.0989584;135.3314809;31.9740778;0;48.28992407;0;4.335503104;0;0;0;0
2030;sc01;04-22 05:00:00+02:00;17.75439205;45.40660588;76.87749744;22.46037781;4.194579961;5.054278704;19.57088725;14.5336019;90.59909565;93.33098015;0;0;30.34947374;60.3723959;138.4467591;32.2432702;0;49.59125477;2.902693742;6.117909632;0;0;0;0
2030;sc01;04-22 06:00:00+02:00;25.37216093;48.94191347;77.4528903;29.688981;11.12140919;8.804346648;37.08833988;17.36052722;99.86341365;118.7777329;0;0;33.17614023;57.3411459;142.4649383;35.5234297;0;57.61026607;11.29805222;12.75953139;0;0;0;0
2030;sc01;04-22 07:00:00+02:00;33.24416936;49.82574032;81.70162488;33.4193398;16.58590786;15.23672913;43.251888;27.66908626;100.5887341;123.7333601;0;0;46.11929832;75.5286459;145.462171;37.4376869;0;70.72908745;21.40552354;22.62376794;0;0;0;0
2030;sc01;04-22 08:00:00+02:00;41.71411138;49.27334851;86.98439898;33.73771126;20.43414634;20.51638146;46.17146338;45.24444626;94.55538803;125.1885841;0;0;65.72;79.0651041;150.222237;41.0867398;0;81.10456259;29.93943317;30.84842854;0;0;0;0
2030;sc01;04-22 09:00:00+02:00;47.0672654;48.83143503;90.66399516;33.44541488;21.01138209;23.5681608;44.87387438;56.87610172;90.10455913;120.6262606;0;0;72.52631592;76.7916666;151.8628664;41.4506481;0;80.54182522;32.2887824;37.61800256;0;0;0;0
2030;sc01;04-22 10:00:00+02:00;48.93639656;48.27904331;93.12609312;33.46182816;21.39620599;22.29350719;42.92749075;62.36627047;85.48888478;119.2103671;0;0;76.84070168;84.1171875;149.9271224;40.9521436;0;71.46768045;32.90771751;44.4143575;0;0;0;0
2030;sc01;04-22 11:00:00+02:00;49.96277078;47.28473802;96.80360436;33.28128185;20.70352304;20.88215155;41.95429888;66.75499539;87.33515455;119.1317063;0;0;71.6708771;111.9036459;147.6355081;40.5284148;0;63.2024716;32.81731544;43.55439834;0;0;0;0
2030;sc01;04-22 12:00:00+02:00;51.1445137;46.06947604;93.3116364;31.30074378;18.5100271;14.64558541;40.00791525;68.75669044;85.58779198;113.6647842;0;0;57.09122794;122.5130209;145.0612538;40.0648056;0;55.14828884;30.85598278;38.97489306;0;0;0;0
2030;sc01;04-22 13:00:00+02:00;47.21792584;45.1856492;88.63969608;30.92824332;15.66233063;13.16772618;37.73713438;64.65099908;84.76356438;109.8890682;0;0;49.3178947;121.5026041;142.8662019;38.115653;0;52.1939165;27.57215083;35.25534682;0;0;0;0
2030;sc01;04-22 14:00:00+02:00;42.24613104;45.07517085;85.49588268;28.87890907;14.23848236;12.44726971;37.08833988;65.19319579;82.55463458;105.8773698;0;0;43.03228073;106.09375;143.038073;37.2532403;0;56.94201532;23.00205413;34.02640883;0;0;0;0
2030;sc01;04-22 15:00:00+02:00;39.43066392;46.84282465;83.09424258;27.91552986;13.69972903;14.54952453;36.76394263;65.70129219;81.0380557;104.7367891;0;0;45.44982458;96.4947916;141.4002155;38.2701894;0;75.8288972;22.12579241;34.53226701;0;0;0;0
2030;sc01;04-22 16:00:00+02:00;37.70748504;49.60478363;82.92120768;28.57252746;14.54634148;18.65058413;37.73713438;66.36625049;87.9615674;106.5459862;0;0;60.58736844;106.09375;141.6488972;39.4167498;0;109.276616;25.54829824;31.94941414;0;0;0;0
2030;sc01;04-22 17:00:00+02:00;37.18958983;54.35535311;86.66543124;31.6036331;16.43197829;23.84895415;41.95429888;66.62541381;96.59947255;114.8446954;0;0;71.18736844;104.8307291;142.2498683;40.2891326;0;127.9524714;30.51390419;33.95499354;0;0;0;0
2030;sc01;04-22 18:00:00+02:00;38.92689306;60.87357627;90.87038604;38.10527858;21.62710027;31.81092088;49.41543613;68.89309218;104.0175208;129.7115773;0;0;74.79508771;107.8619791;144.005194;41.3459621;0;135.7252852;37.62496323;34.02938445;0;0;0;0
2030;sc01;04-22 19:00:00+02:00;45.79135967;59.65831439;91.20186234;39.48422854;30.43956638;38.9194241;53.63260063;78.21273873;101.4459306;130.5768456;0;0;79.89052626;94.9791666;144.2842536;40.5433699;0;141.6340305;52.8041646;40.25441702;0;0;0;0
2030;sc01;04-22 20:00:00+02:00;55.34417372;54.35535311;93.01351626;32.96244478;28.32303522;35.93414834;49.09103888;89.60910144;92.04973628;104.0288422;0;0;81.86175447;84.3697916;146.1027602;38.7986042;0;150.9895436;49.76734153;42.20941043;0;0;0;0
2030;sc01;04-22 21:00:00+02:00;47.14730377;47.39521637;94.72301694;27.26155886;25.86016258;28.64830208;44.54947713;85.95012569;81.23587045;83.65570785;0;0;69.96;86.8958334;145.2489492;35.9870389;0;130.9771864;40.88791412;37.55848986;0;0;0;0
2030;sc01;04-22 22:00:00+02:00;37.65569558;40.8769932;96.74731584;19.31344774;18.47154474;20.03607719;40.65670988;73.5205201;67.4547853;69.65409438;0;0;53.07438603;108.3671875;140.1640838;34.8803589;0;105.126426;27.63798704;29.69388134;0;0;0;0
2030;sc01;04-22 23:00:00+02:00;28.46070011;36.5683371;90.8828946;13.66995014;10.65962057;12.54333059;32.22238088;54.91873723;59.01469473;62.29931429;0;0;36.33754386;116.4505209;136.6369154;33.7886341;0;82.01901155;18.02281436;21.00799706;0;0;0;0
2030;sc01;04-23 00:00:00+02:00;21.28078818;34.46924828;85.48128936;13.18558322;5.926287285;7.873295272;19.8952845;42.0117258;55.4870008;57.38301738;0;0;25.25403519;126.0494791;134.5301087;33.1854437;0;67.6692014;14.46052911;16.41658918;0;0;0;0
2030;sc01;04-23 01:00:00+02:00;16.45023762;33.47494308;82.37083194;11.52749075;4.310027097;6.207008992;14.380531;33.33657722;53.87151473;55.53448973;0;0;17.88982458;123.2708334;133.3100321;33.6989033;0;61.54942963;13.28935521;14.32769203;0;0;0;0
2030;sc01;04-23 02:00:00+02:00;14.70822613;33.69589977;77.40494082;11.25114204;3.655826565;5.715620728;11.78535288;28.53864708;55.1243406;58.01230344;0;0;17.40631592;115.4401041;135.0229676;34.7208375;0;57.11787062;13.04701359;14.77106189;0;0;0;0
2030;sc01;04-23 03:00:00+02:00;14.78355635;35.35307512;76.01440806;12.83671333;4.887262848;7.392991008;8.541380125;26.21640809;60.72908818;63.83319891;0;0;19.30315783;108.8723959;135.9343002;35.9272183;0;58.41920165;18.28972167;19.96949978;0;0;0;0
2030;sc01;04-23 04:00:00+02:00;17.5095689;39.21981775;81.34096194;16.52260486;9.697560986;13.64433573;11.13655825;25.16270489;75.5322155;74.4524001;0;0;44.66877206;106.09375;140.6456229;39.3070788;0;73.68346012;25.16580886;33.13371763;0;0;0;0
2030;sc01;04-23 05:00:00+02:00;28.67727456;45.1856492;90.66607992;23.15730278;19.31815719;28.20863897;20.86847638;28.32722456;91.9508289;102.9645624;0;0;80.11368409;91.4427084;151.243068;45.5732802;0;106.7442965;58.38256396;58.492096;0;0;0;0
2030;sc01;04-23 06:00:00+02:00;42.24613104;48.38952166;99.2094138;31.0788732;30.20867211;45.21510454;35.14195625;37.18651534;103.6218915;124.5986286;0;0;118.9431578;92.2005209;167.7302152;51.6151545;0;150.426806;87.75379035;78.41398554;0;0;0;0
2030;sc01;04-23 07:00:00+02:00;53.423253;48.72095669;106.0786879;35.74409161;36.63523036;65.43960878;40.98110713;57.07388426;108.4353806;131.678096;0;0;137.5396492;78.8125;169.3886324;54.2971087;0;182.1511405;103.2057947;89.79579686;0;0;0;0
2030;sc01;04-23 08:00:00+02:00;61.15872535;47.50569481;109.9625902;36.36977589;38.94417344;73.59369741;42.27869613;85.56820079;104.8747173;130.9308189;0;0;148.511579;109.6302084;166.7888516;54.2671984;0;187.4971482;108.8179723;93.54807514;0;0;0;0
2030;sc01;04-23 09:00:00+02:00;63.94123541;46.73234621;111.3176822;35.60114455;38.32845526;77.73539802;40.65670988;98.00462654;100.7865486;130.104881;0;0;147.0238598;133.8802084;165.0578972;51.4207378;0;181.6939162;107.9267254;97.18430349;0;0;0;0
2030;sc01;04-23 10:00:00+02:00;65.66441429;45.73804101;112.4601291;35.42397405;39.86775067;78.31176317;39.0347235;101.0804849;96.79728713;129.6722468;0;0;147.3214036;150.046875;160.1587637;48.1405783;0;174.9410645;113.2102126;100.909801;0;0;0;0
2030;sc01;04-23 11:00:00+02:00;66.78024329;44.74373572;113.9069504;35.44062013;39.94471545;69.57761482;40.33231263;106.5604236;96.63244168;129.9868898;0;0;138.5810525;152.8255209;160.8577985;46.7647059;0;163.7918252;114.8394157;100.8681421;0;0;0;0
2030;sc01;04-23 12:00:00+02:00;66.29059678;44.08086556;112.1891107;33.57939862;38.48238482;66.81032327;39.35912075;103.1196905;95.61039933;124.5199677;0;0;138.3207017;142.9739584;158.777096;48.3399801;0;161.1539924;115.6311711;100.9068253;0;0;0;0
2030;sc01;04-23 13:00:00+02:00;61.46946252;43.85990887;110.2919818;31.61387692;37.13550133;69.38549306;40.98110713;97.91937535;95.37961563;118.3844292;0;0;130.5473684;152.5729166;156.4441311;47.1335992;0;159.9230039;111.4961347;96.59215181;0;0;0;0
2030;sc01;04-23 14:00:00+02:00;57.32159206;44.30182235;106.6519962;29.19262423;34.67262869;70.61950552;40.00791525;102.7479959;94.85210998;113.9007665;0;0;129.1340352;136.9114584;155.8418894;47.1535394;0;164.2138784;110.0915855;92.82499533;0;0;0;0
2030;sc01;04-23 15:00:00+02:00;54.44962722;45.9589977;103.7145737;28.16289343;34.21084008;71.77593052;41.62990163;99.9449408;93.40146953;112.6815247;0;0;127.7207017;138.6796875;155.7765135;47.3180459;0;174.1321292;108.6570664;90.1766784;0;0;0;0
2030;sc01;04-23 16:00:00+02:00;52.70290769;48.72095669;102.1364125;29.29215171;34.2493225;65.79060044;44.54947713;99.97563119;99.5666917;114.9233563;0;0;134.4898246;147.5208334;152.5070364;47.6071785;0;194.8830798;105.6100487;86.01971354;0;0;0;0
2030;sc01;04-23 17:00:00+02:00;50.62191034;53.47152616;104.8591051;31.42006027;35.48075879;62.86443899;47.4690525;93.73866304;108.2705351;121.2162163;0;0;142.5235087;138.9322916;152.3934952;47.4825523;0;193.4762358;105.2870086;87.6592896;0;0;0;0
2030;sc01;04-23 18:00:00+02:00;52.05318455;58.88496579;107.3900002;36.22799293;40.75284554;65.99011135;53.63260063;91.61420657;109.0947627;137.3416701;0;0;138.3207017;133.375;152.7532924;48.8285145;0;191.2604564;112.1150698;85.62395392;0;0;0;0
2030;sc01;04-23 19:00:00+02:00;58.52687562;57.11731209;104.5109507;37.06413994;44.37018968;68.79065477;57.84976513;98.40360152;106.325358;135.650464;0;0;126.8652631;136.9114584;152.086599;48.6989033;0;188.4115968;123.8126846;81.21108429;0;0;0;0
2030;sc01;04-23 20:00:00+02:00;67.42525828;52.58769931;102.7597549;31.32041645;39.67533875;59.3951644;55.57898425;110.1750688;95.54446125;111.4622831;0;0;124.3361402;138.9322916;153.7848653;46.1714855;0;189.8184412;110.9606004;74.87892877;0;0;0;0
2030;sc01;04-23 21:00:00+02:00;57.5475827;46.73234621;102.8181281;25.72906888;34.86504068;48.04889969;49.09103888;108.2142942;84.00527503;87.82472771;0;0;112.8435087;130.8489584;151.8481972;42.8564307;0;163.088403;91.65680304;62.33661888;0;0;0;0
2030;sc01;04-23 22:00:00+02:00;46.70473867;40.8769932;104.1627964;18.68380564;26.12953928;36.74697098;42.92749075;90.98675867;69.99340618;74.05909641;0;0;94.87929832;133.6276041;145.7178984;37.8713858;0;134.0019013;74.80086382;49.33606106;0;0;0;0
2030;sc01;04-23 23:00:00+02:00;36.83177125;36.67881545;97.0913007;13.85329018;17.39403795;28.00543334;31.57358625;71.18805086;60.00376795;67.7662364;0;0;70.70385977;136.1536459;140.2667674;35.333998;0;107.4828899;62.10317571;40.22763622;0;0;0;0
2030;sc01;04-24 00:00:00+02:00;29.57182096;34.8006834;91.52708454;12.53324192;12.69918702;21.53240971;19.8952845;55.66553663;56.5420121;62.25998396;0;0;52.96280699;135.1432291;137.420846;34.0378863;0;88.80703407;55.64630352;35.36246976;0;0;0;0
2030;sc01;04-24 01:00:00+02:00;24.30812149;33.91685646;88.28945694;10.91868542;9.966937684;18.0557457;13.08294188;44.94095238;55.4870008;58.40560713;0;0;44.63157905;121.5026041;134.2332617;33.9381854;0;79.97908752;52.68219539;32.49395571;0;0;0;0
2030;sc01;04-24 02:00:00+02:00;22.78268456;33.91685646;83.17346328;10.56597412;9.081842809;16.87345826;10.1633665;39.69971688;56.24529015;60.60810815;0;0;39.23859638;109.8828125;135.1285388;33.8683948;0;76.2157796;53.35345561;34.1692393;0;0;0;0
2030;sc01;04-24 03:00:00+02:00;22.65085663;35.7949886;81.63282798;12.06691797;10.31327916;18.137028;7.243791;37.96400515;61.75113035;66.86163783;0;0;39.64771928;77.8020834;137.2487441;33.8035892;0;75.68821302;56.06736111;37.44541568;0;0;0;0
2030;sc01;04-24 04:00:00+02:00;25.32507952;39.21981775;85.66266312;15.96280662;13.96910566;23.71964141;9.83896925;37.85488372;76.32347398;79.60467938;0;0;56.53333325;57.59375;140.5749342;36.6101695;0;89.22908759;57.51858526;47.38999437;0;0;0;0
2030;sc01;04-24 05:00:00+02:00;37.0295131;45.1856492;94.04547084;22.51927944;22.78157184;36.02651451;21.19287363;40.39877565;91.15957043;108.6304963;0;0;82.90315783;29.5546875;152.5235534;43.7886341;0;121.2347909;84.80036828;65.835968;0;0;0;0
2030;sc01;04-24 06:00:00+02:00;52.09555781;49.16287016;101.8758181;28.83851602;32.59457996;53.08839995;35.14195625;45.66729146;99.40184625;133.8019363;0;0;111.9136841;47.9947916;167.7292911;50.7427717;0;164.8821292;109.6121842;83.7582295;0;0;0;0
2030;sc01;04-24 07:00:00+02:00;64.48737953;49.71526198;108.7367531;31.97869448;37.32791325;70.39043732;40.00791525;65.46940935;99.17106255;139.8194836;0;0;127.237193;80.8333334;170.1906972;53.3599202;0;198.4001902;120.123517;91.00092992;0;0;0;0
2030;sc01;04-24 08:00:00+02:00;71.08819038;48.16856497;112.0431776;31.67533947;38.79024387;76.26492794;42.27869613;94.09330746;92.7750565;136.4370714;0;0;129.1712279;75.2760416;167.8147648;52.5024925;0;203.6758556;125.3702784;92.7922633;0;0;0;0
2030;sc01;04-24 09:00:00+02:00;73.68708316;47.50569481;113.4253715;31.49968227;38.05907856;76.03955446;40.98110713;105.2270969;87.99453653;131.0881404;0;0;127.9066668;108.6197916;164.5414757;50.772682;0;192.245247;123.1927668;97.4759159;0;0;0;0
2030;sc01;04-24 10:00:00+02:00;74.46392608;46.40091117;114.6261915;31.34148596;39.21355013;74.48410763;39.0347235;108.3370558;82.9172946;125.7785396;0;0;121.3607017;129.5859375;161.0553113;48.5992024;0;179.3374524;127.4050627;99.42793382;0;0;0;0
2030;sc01;04-24 11:00:00+02:00;75.44321899;45.51708432;115.6915022;31.24614917;39.48292683;66.53322463;39.0347235;112.7564711;84.46684243;124.0086728;0;0;110.7235087;113.9244791;159.5554822;46.5104686;0;167.238593;127.5509834;97.40450061;0;0;0;0
2030;sc01;04-24 12:00:00+02:00;74.12023195;44.41230069;113.6025758;29.62390984;38.05907856;65.68715027;37.73713438;106.3933315;82.6865109;116.6932231;0;0;111.5789475;111.9036459;156.4376627;45.2043868;0;164.6711027;125.6409934;96.33029568;0;0;0;0
2030;sc01;04-24 13:00:00+02:00;69.44975802;43.97038722;110.8215101;28.77472536;35.09593495;69.06036398;36.76394263;104.7872013;81.00508658;111.658935;0;0;113.9221053;107.1041666;156.5734962;46.5353938;0;167.4496198;120.7263616;93.28324339;0;0;0;0
2030;sc01;04-24 14:00:00+02:00;66.09285493;44.30182235;107.0043201;27.28809947;32.51761518;68.08497688;35.79075075;108.9508636;78.49943483;109.1024606;0;0;117.9017545;84.6223959;157.8978737;47.5872383;0;179.6188214;120.1213061;89.62320998;0;0;0;0
2030;sc01;04-24 15:00:00+02:00;64.36025986;46.29043283;104.6860704;25.36413485;31.09376691;67.37560442;35.14195625;109.6465123;79.0599096;107.8045584;0;0;118.794386;93.96875;159.9697978;47.0787637;0;199.2442966;116.3750233;84.69257946;0;0;0;0
2030;sc01;04-24 16:00:00+02:00;62.89602858;48.38952166;102.9578069;25.19476357;30.32411924;63.19326265;34.49316175;109.227077;85.12622458;106.8999596;0;0;139.808421;104.3255209;159.5163261;48.3649053;0;217.6387834;115.1909521;83.32081088;0;0;0;0
2030;sc01;04-24 17:00:00+02:00;61.70016132;52.47722097;105.924416;27.40939495;30.05474254;61.63781582;35.14195625;104.5007579;93.33553128;111.5802743;0;0;128.9852631;102.0520834;157.9817304;49.1774676;0;211.8707225;112.8597816;85.09131482;0;0;0;0
2030;sc01;04-24 18:00:00+02:00;63.01373206;57.55922547;108.196801;33.71035575;35.17289973;64.68959517;42.27869613;102.5911338;100.9513941;131.1274708;0;0;133.4112279;120.2395834;157.831343;49.2771685;0;207.3336501;117.9889956;85.65668582;0;0;0;0
2030;sc01;04-24 19:00:00+02:00;68.42809184;55.79157177;105.109276;36.92456869;43.75447157;68.16625918;52.01061425;107.7368882;100.6876413;140.1341267;0;0;121.8442106;141.9635416;157.0235028;48.225324;0;202.5855513;130.9702957;81.9222615;0;0;0;0
2030;sc01;04-24 20:00:00+02:00;75.74453986;51.70387246;104.7527825;31.48908924;40.32953928;60.5996197;49.73983338;113.8920153;103.8526752;116.1819282;0;0;113.0666668;150.5520834;158.2174753;46.0119641;0;194.6368823;117.3576548;78.22652032;0;0;0;0
2030;sc01;04-24 21:00:00+02:00;63.60224944;45.9589977;105.7430421;25.406274;35.59620599;48.06737298;43.9006825;108.2006541;78.56537308;91.20713999;0;0;104.5494737;152.8255209;151.9812586;42.2482552;0;169.1378329;96.41151159;64.73200666;0;0;0;0
2030;sc01;04-24 22:00:00+02:00;51.34225554;40.54555807;107.3733221;18.22935514;26.20650406;36.92061945;39.0347235;92.26211463;61.15768645;71.73860421;0;0;84.53964916;158.6354166;142.2663856;38.0209372;0;140.3678706;79.48936746;52.36228378;0;0;0;0
2030;sc01;04-24 23:00:00+02:00;41.6434892;36.45785876;100.4289966;12.93891813;16.58590786;28.48573761;35.79075075;72.33041516;53.34400908;63.87252924;0;0;61.40561397;137.4166666;134.8983378;34.8953141;0;110.648289;66.29373079;42.7807328;0;0;0;0
2030;sc01;04-25 00:00:00+02:00;33.6537774;34.69020496;94.85227188;11.56229628;11.23685639;21.76147791;23.4636545;55.69622703;49.78334585;58.3662768;0;0;48.87157905;121.25;132.269912;32.5473579;0;91.19866904;59.74031519;36.05579315;0;0;0;0
2030;sc01;04-25 01:00:00+02:00;28.87972445;33.91685646;91.59588144;9.919453062;9.120325235;18.1961423;21.19287363;44.85570135;48.62942735;56.59640981;0;0;42.21403519;71.7395834;130.6865731;31.0917248;0;80.61216714;54.71845372;31.1013577;0;0;0;0
2030;sc01;04-25 02:00:00+02:00;26.3749946;33.91685646;86.436108;9.300287588;8.850948537;16.03846776;9.514571875;37.33314716;49.65146953;58.68091964;0;0;31.53964916;39.6588541;132.7475242;33.2901296;0;74.94961969;55.0389144;31.16682163;0;0;0;0
2030;sc01;04-25 03:00:00+02:00;25.73468766;35.46355357;85.2582204;10.45608648;10.08238482;15.15544682;13.73173638;33.2274558;55.38809343;63.6758774;0;0;34.92421061;25.2604166;133.6702915;33.7686939;0;74.87927744;57.81214644;36.4783337;0;0;0;0
2030;sc01;04-25 04:00:00+02:00;28.2017525;38.44646924;89.36519148;13.72291505;13.43035233;16.57049718;12.43414738;31.83615842;68.5097966;74.92436465;0;0;46.30526313;54.8151041;138.0927373;35.7627119;0;87.01330793;58.91109699;47.7827785;0;0;0;0
2030;sc01;04-25 05:00:00+02:00;39.95326739;44.52277903;97.78135536;19.46698775;22.24281844;15.81309427;28.00521625;30.83019585;80.9391485;101.3150463;0;0;74.42315783;64.9192709;149.2935789;43.7986042;0;117.6121674;86.30932202;67.94271898;0;0;0;0
2030;sc01;04-25 06:00:00+02:00;53.10780768;48.16856497;106.6874369;25.78017128;32.20975613;20.72697637;36.43954538;24.71939936;87.66484545;117.2831786;0;0;106.7066668;64.4140625;161.5367351;49.775673;0;160.3450571;113.2193019;84.39501581;0;0;0;0
2030;sc01;04-25 07:00:00+02:00;65.21714114;50.48861048;112.4497053;29.82005461;36.36585366;28.42292859;41.62990163;27.86345871;84.40090435;119.6430011;0;0;126.3445615;75.2760416;165.3538205;53.1904287;0;194.2148288;123.4736766;94.18486144;0;0;0;0
