,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_118_N_121_cac1
2446,-9.2946E-05,-0.000169591,8.5592E-05,-5.27725E-05,-0.000246797,0.000822555,0.000265792,0.000982229
2447,-0.00008003,-0.000147272,6.4291E-05,-4.34445E-05,-0.000272803,0.00086245,0.00026729,0.000936855
2448,-3.35462E-05,-0.000138767,8.20308E-05,-3.58559E-05,-0.000294812,0.000888653,0.000357348,0.000966858
2449,-1.30049E-05,-0.000116363,3.92908E-05,-2.93069E-05,-0.000271343,0.00081145,0.000314173,0.000905555
2450,-2.82227E-05,-0.000103705,4.51691E-05,-4.41782E-05,-0.000275001,0.000752386,0.000283264,0.000823721
2451,-1.15222E-05,-9.99792E-05,3.72456E-05,-2.9981E-05,-0.000271708,0.000755161,0.000284218,0.000867646
2452,1.7508E-06,-7.99001E-05,6.23464E-05,-9.165E-07,-0.000246979,0.00082159,0.00031133,0.001001753
2453,-6.79531E-05,-0.000145879,0.000103619,-2.84428E-05,-0.000267182,0.00078892,0.000285923,0.001018718
2454,-6.53453E-05,-0.000115186,0.000129417,6.24725E-06,-0.000243787,0.000694137,0.000223342,0.001045097
2455,-4.8995E-05,-9.54125E-05,9.50395E-05,2.8256E-05,-0.000228483,0.000687167,0.000203106,0.001099352
2456,3.77412E-05,-3.479E-06,1.99378E-05,8.9478E-05,-0.000202417,0.000856609,0.000377502,0.00105938
2457,6.47343E-05,-4.89135E-06,-4.55901E-05,5.11854E-05,-0.000120323,0.000935655,0.000448719,0.000763394
2458,3.99352E-05,-1.3298E-06,-2.63752E-05,-1.09673E-05,-6.64778E-05,0.000737086,0.000353024,0.000520084
2459,2.47956E-05,-5.03249E-05,-5.04889E-05,-4.51021E-05,-3.4649E-05,0.000657287,0.000267852,0.000341054
2460,3.96036E-05,-5.14202E-05,-2.33539E-05,-1.97664E-05,-6.3479E-06,0.000718858,0.000286028,0.00028421
2461,5.70827E-05,-6.30952E-05,-3.67388E-05,-2.50861E-05,1.36756E-05,0.000736482,0.000319921,0.000303574
2462,2.91318E-05,-3.61949E-05,-3.98122E-05,6.4187E-06,4.16674E-05,0.000775781,0.000395332,0.000362028
2463,4.06129E-05,1.97999E-05,2.61663E-05,2.08652E-05,-9.36055E-05,0.000942018,0.000473864,0.000588559
2464,1.95128E-05,-3.88361E-05,3.73644E-05,2.98878E-05,-9.84858E-05,0.001084238,0.000457119,0.000820011
2465,2.75295E-05,-6.0085E-05,7.74228E-05,4.9926E-05,-9.57697E-05,0.00101978,0.00042817,0.000851486
2466,4.40885E-05,-2.2028E-05,0.000101704,7.84735E-05,5.3398E-05,0.000906411,0.000435486,0.000951405
2467,-1.84365E-05,-9.94615E-05,4.7628E-05,-4.54635E-05,1.7545E-06,0.000817355,0.000315383,0.001228731
2468,-7.93265E-05,-0.000129175,7.632E-05,-6.3907E-05,-7.854E-05,0.000751548,0.000300154,0.00113982
2469,-9.61422E-05,-0.000163164,0.000084158,-4.2677E-05,-0.000270945,0.000803609,0.000260488,0.000941679
2470,-8.1673E-05,-0.000138227,6.37395E-05,-4.0654E-05,-0.000274628,0.00089075,0.000275478,0.000924103
2471,-5.8113E-06,-0.000121828,0.000117596,-2.27241E-05,-0.000252835,0.00093497,0.000426486,0.0009754
2472,-3.20969E-05,-0.000103075,4.91887E-05,-3.51891E-05,-0.000253074,0.000761502,0.000336934,0.000746295
2473,-1.58845E-05,-4.87527E-05,3.67575E-05,-7.00205E-05,-0.000122771,0.000699207,0.000287622,0.000691079
2474,2.39909E-05,-3.14229E-05,1.451E-05,-5.7675E-05,-8.14125E-05,0.000661317,0.000260897,0.000667524
2475,1.78963E-05,-4.47222E-05,3.5949E-06,-7.52025E-05,-9.22755E-05,0.000662349,0.000252903,0.000697892
2476,-6.9849E-06,-8.59163E-05,2.58124E-05,-0.000105619,-0.00013772,0.000711057,0.000289623,0.000762142
2477,-7.6071E-06,-0.000148703,1.88835E-05,-6.62803E-05,-0.000241593,0.00072477,0.000323847,0.000841293
2478,-3.18363E-05,-0.000146817,0.000105195,-3.08305E-05,-0.000218503,0.000854298,0.000376556,0.00106895
2479,-4.72925E-05,-0.00013518,9.73123E-05,-1.42639E-05,-0.000253376,0.000805665,0.000295568,0.001058527
2480,9.08585E-06,-6.93053E-05,7.09891E-05,3.96482E-05,-0.000211727,0.000907734,0.00038499,0.001082379
2481,3.48129E-05,-2.75782E-05,4.33027E-05,4.15703E-05,-7.91438E-05,0.00094837,0.000446849,0.000861187
2482,-3.23725E-06,-2.2512E-05,3.75286E-05,-2.60659E-05,-8.60467E-05,0.000746343,0.000328969,0.000572004
2483,-1.96622E-05,-3.05586E-05,3.18884E-05,-4.69573E-05,-4.30309E-05,0.000674579,0.000211045,0.000369731
2484,1.60558E-06,-9.21115E-05,4.63724E-05,-8.41538E-06,0.000107374,0.000712764,0.000249833,0.000231255
2485,3.14414E-06,-0.000113983,4.27961E-05,3.17022E-06,9.15006E-05,0.00071229,0.00022069,0.000138663
2486,-9.6485E-07,-0.000115551,2.81968E-05,-3.52449E-05,4.74416E-05,0.00080654,0.000288073,0.000248302
2487,1.87307E-05,-5.73844E-05,-2.21544E-05,-3.4198E-06,8.24855E-05,0.000824679,0.000400588,0.000375509
2488,-1.38767E-05,-6.6086E-06,2.69227E-05,3.9298E-05,-9.89698E-05,0.001065727,0.000471592,0.000686918
2489,2.21055E-05,-0.000071265,7.1764E-05,2.60617E-05,-8.20195E-05,0.001049459,0.000439197,0.000873521
2490,2.297E-05,-2.20165E-05,0.000102453,7.2658E-05,4.77355E-05,0.000883564,0.000455554,0.000948902
2491,-3.565E-06,-8.1271E-05,6.44025E-05,-3.98345E-05,2.64345E-05,0.000810411,0.000327055,0.001215298
2492,-5.6796E-05,-0.000113413,5.98355E-05,-5.44045E-05,-5.357E-05,0.000744752,0.000308145,0.001107696
2493,-9.2231E-05,-0.000163619,6.5513E-05,-4.66515E-05,-0.000254843,0.000821654,0.000264932,0.000906054
2494,-7.55225E-05,-0.000131287,5.4348E-05,-4.0211E-05,-0.000279196,0.000894129,0.000282169,0.000895693
2495,1.27518E-05,-9.82061E-05,9.50286E-05,-5.9865E-06,-0.000240646,0.000925526,0.000427607,0.000942875
2496,-3.61688E-05,-8.26828E-05,3.15271E-05,-4.34331E-05,-0.000260372,0.000769381,0.000332314,0.000726156
2497,-1.16006E-05,-6.97821E-05,1.88686E-05,-7.88271E-05,-0.000180487,0.000710703,0.00029758,0.000683788
2498,-8.81775E-06,-8.54209E-05,1.82203E-05,-0.000096865,-0.000168923,0.000706263,0.000288427,0.000712324
2499,-3.38817E-05,-0.000140585,1.36232E-05,-5.88262E-05,-0.000260867,0.000716411,0.000269249,0.000823054
2500,-8.62143E-05,-0.000183131,0.000139706,-5.22061E-05,-0.000237722,0.000783947,0.000219465,0.001051664
2501,-7.98885E-05,-0.000181585,0.000150312,-3.13745E-05,-0.000215713,0.000652366,0.000175901,0.001204267
2502,-3.06885E-05,-0.000130647,0.000164547,-2.2631E-05,6.16465E-05,0.000690244,0.000268649,0.001495481
2503,-0.000123885,-0.00011323,0.000100106,2.9285E-06,3.152E-05,0.000652988,0.000173208,0.001290575
2504,5.55665E-05,-1.6417E-05,2.49147E-05,8.42065E-05,-0.000175677,0.000801322,0.000320304,0.001188517
2505,7.23824E-05,2.24562E-05,2.3805E-06,3.76964E-05,-0.000197835,0.000765391,0.000358697,0.000825454
2506,5.84461E-05,-1.19805E-05,-3.57964E-05,-4.17382E-05,-0.000102319,0.000549003,0.000240628,0.000608239
2507,0.000133384,0.000165302,-2.32794E-05,-1.52365E-05,2.93851E-05,0.000703607,0.000201363,0.000511091
2508,-9.50768E-05,-6.22086E-05,-0.000278588,-7.39992E-05,9.06363E-05,0.000237443,-2.60249E-05,6.9622E-05
2509,-8.66465E-05,-4.51878E-05,-0.000271812,-4.15593E-05,6.40936E-05,0.000200853,-3.61949E-05,4.05721E-05
2510,9.39705E-05,0.000143815,-9.0264E-06,-2.51346E-05,-1.44169E-05,0.000659216,0.000197783,0.000388391
2511,1.87382E-05,-1.85854E-05,-3.88324E-05,-2.6837E-05,3.0175E-06,0.000738896,0.000351775,0.000400856
2512,2.4995E-06,-1.10008E-05,4.27475E-05,3.9216E-05,-9.2201E-05,0.001150225,0.000482414,0.000607472
2513,5.12822E-05,-7.1708E-05,3.31477E-05,4.6205E-05,-6.44845E-05,0.001067844,0.000448253,0.000765872
2514,5.7374E-05,-3.333E-05,7.14105E-05,9.3628E-05,5.46615E-05,0.000960317,0.000547399,0.001137768
2515,-6.452E-06,-0.000135932,-6.6102E-05,5.8066E-05,5.9176E-05,0.001076091,0.000525396,0.001312058
2516,-3.47945E-05,-0.000121475,3.1151E-05,-5.92545E-05,-1.8075E-05,0.000787258,0.000308708,0.001226824
2517,-7.6182E-05,-0.00014291,9.24505E-05,-6.14075E-05,-7.1735E-05,0.000767492,0.000315662,0.001155295
2518,-8.59165E-05,-0.000172846,0.000100412,-4.7501E-05,-0.000233538,0.000849269,0.000277736,0.000950117
2519,-8.67285E-05,-0.000167243,9.98785E-05,-6.87353E-05,-0.000264552,0.000880972,0.000271324,0.000922825
2520,-5.77457E-05,-0.000148528,9.16309E-05,-6.11879E-05,-0.000298124,0.000889436,0.000343196,0.000928517
2521,-2.83867E-05,-0.000141669,3.10875E-05,-4.15222E-05,-0.000267159,0.000829387,0.000316132,0.000903051
2522,-3.01189E-05,-0.00014903,2.19496E-05,-4.56236E-05,-0.000257064,0.000792876,0.000303194,0.000903245
2523,-4.13433E-05,-0.000128098,9.65745E-05,-5.05223E-05,-0.000236385,0.000871535,0.000325143,0.00101845
2524,-7.81638E-05,-0.000160445,0.000162728,-3.7916E-05,-0.000218373,0.000767138,0.000226528,0.001032449
2525,-6.9715E-05,-0.000175421,0.000148408,-2.39465E-05,-0.000206586,0.000667352,0.000194144,0.00123984
2526,-3.35985E-05,-0.000160121,0.00016193,-2.24935E-05,9.0295E-06,0.000667423,0.000271529,0.001493554
2527,-4.9982E-05,-0.000110738,0.000104602,-5.532E-06,-0.00017311,0.000680801,0.000134435,0.001232974
2528,0.000114568,-1.429E-05,3.5017E-06,6.42277E-05,-0.000166528,0.00087208,0.000447996,0.001123138
2529,4.92744E-05,7.9647E-06,-1.13883E-05,-6.08973E-05,-3.54424E-05,0.000574026,0.000251006,0.00059754
2530,-5.53355E-05,8.1908E-05,-0.000115778,-1.82092E-05,5.91874E-05,0.000581622,7.00466E-05,0.000223886
2531,-0.000209954,-0.0001335,-0.000162281,5.95301E-06,2.98025E-07,8.02428E-05,-9.22009E-05,4.04641E-05
2532,-0.000100818,-7.81305E-05,2.50341E-06,1.08518E-05,5.21541E-06,1.57729E-05,-7.61449E-05,1.41971E-05
2533,-0.000213563,-0.000103679,1.98148E-05,4.36828E-05,-5.96568E-05,9.49949E-05,-9.64739E-05,4.03747E-05
2534,-0.000109583,7.61673E-05,0.000165857,0.000141904,-0.000100404,0.000751615,0.00012169,0.000174861
2535,5.15916E-05,-5.37671E-05,3.0175E-06,-3.606E-06,0.000130676,0.000814691,0.000406977,0.000319798
2536,-5.08017E-05,-3.30547E-05,3.77482E-05,2.83793E-05,-0.000126265,0.001100544,0.000473455,0.000636697
2537,0.00002468,-9.5915E-05,6.03725E-05,2.8022E-05,-5.50075E-05,0.001047202,0.000436232,0.000867173
2538,-1.54305E-05,-0.000104047,0.000101454,1.44425E-05,5.37335E-05,0.000903222,0.000437006,0.001275137
2539,-5.06005E-05,-0.000172317,-4.83875E-05,1.5814E-05,9.6071E-05,0.001086742,0.000484209,0.00138621
2540,-7.63685E-05,-0.00017067,5.93215E-05,-9.40935E-05,-5.573E-06,0.00079073,0.000280034,0.001289622
2541,-9.74345E-05,-0.000183385,0.000136867,-9.1545E-05,-2.41375E-06,0.000814878,0.000316959,0.001247794
2542,-8.56258E-05,-0.000188488,0.000123982,-5.6863E-05,-0.000199877,0.000903283,0.000278417,0.001012203
2543,-8.29807E-05,-0.000173561,0.000122562,-6.8948E-05,-0.000229794,0.000919819,0.0002947,0.000973515
2544,-9.01819E-05,-0.000164919,0.000120968,-6.97226E-05,-0.000272803,0.000908811,0.000320516,0.000959523
2545,-4.68081E-05,-0.000103276,8.57937E-05,-2.40317E-05,-0.000232242,0.000859209,0.000313882,0.000889898
2546,-7.69635E-06,-0.000115294,4.54672E-05,-9.1531E-06,-0.000221718,0.000829142,0.0003349,0.000914194
2547,-5.93177E-05,-0.00012055,8.55214E-05,-3.85008E-05,-0.000237882,0.000866756,0.000308581,0.001003519
2548,-5.26235E-05,-0.000158254,0.000135541,-3.46865E-05,-0.000225302,0.00081487,0.000255242,0.001049094
2549,-9.84333E-05,-0.000196129,0.000124783,-4.24535E-05,-0.000248343,0.000675999,0.000195921,0.001191359
2550,-6.1679E-05,-0.000178102,0.000179124,-3.0059E-05,-5.063E-05,0.000677598,0.000282485,0.001498156
2551,-5.79435E-05,-0.00014669,0.000135631,-2.23185E-05,-0.00019142,0.000700508,0.000142739,0.00122219
2552,6.0165E-06,-0.000138484,6.8765E-05,-3.9976E-05,-0.000239443,0.00076934,0.000255354,0.001086764
2553,6.0849E-05,-1.4752E-05,8.3346E-05,-4.02367E-05,-0.00027512,0.000694312,0.000298038,0.000860483
2554,0.000106968,1.65366E-05,3.47011E-05,-4.75831E-05,-0.0001086,0.000535559,0.000147767,0.000733841
2555,0.000120796,6.12028E-05,3.8404E-05,-2.6002E-06,-6.63474E-05,0.000512227,3.07821E-05,0.000603654
2556,0.000124205,7.51987E-05,1.06283E-05,-1.51135E-05,-0.00010848,0.000491373,1.94465E-06,0.000572085
2557,7.14585E-05,2.28732E-05,-1.12E-08,-5.7444E-05,-0.00014602,0.000528805,0.000116389,0.000690076
2558,4.18238E-05,-1.10642E-05,3.9961E-05,-4.7647E-06,-0.000272189,0.00068495,0.000304285,0.000771742
2559,4.125E-05,-5.78126E-05,3.03647E-05,5.142E-05,-0.000169571,0.000888508,0.000398796,0.001035091
2560,2.1155E-06,-6.68245E-05,0.00011643,3.58145E-05,-0.000152734,0.000888392,0.000300828,0.001140393
2561,-7.81925E-06,-8.0142E-05,8.67365E-05,2.4963E-05,1.7673E-05,0.00083631,0.000383579,0.001135246
2562,-2.9765E-06,-0.000111968,2.01015E-05,-2.7191E-05,-8.3935E-06,0.000829954,0.000338026,0.001290139
2563,9.116E-06,-0.00011583,-6.67265E-05,7.63575E-05,9.8348E-05,0.000974454,0.000493628,0.001341895
2564,-3.69395E-05,-0.000126794,3.5357E-05,-6.79865E-05,-1.375E-05,0.000783191,0.000304293,0.00125428
2565,-0.000108783,-0.000173729,9.26665E-05,-9.6895E-05,-6.2604E-05,0.000796989,0.000292212,0.001154486
2566,-0.000105668,-0.000195064,0.000118845,-6.21975E-05,-0.000213239,0.00087494,0.000269167,0.000977736
2567,-9.05394E-05,-0.000172988,0.000111356,-6.86608E-05,-0.000247687,0.000918407,0.000324383,0.000936505
2568,-2.80776E-05,-0.000134356,0.000104882,-3.86797E-05,-0.000237998,0.000915639,0.000397127,0.000984527
2569,-2.44229E-05,-0.000137664,2.81482E-05,-6.61686E-05,-0.000252508,0.000793435,0.000334729,0.000838615
2570,-3.74094E-05,-0.000158176,2.08429E-05,-8.3644E-05,-0.000261158,0.000728749,0.00029818,0.000804935
2571,-3.89257E-05,-0.000139281,3.61687E-05,-4.72219E-05,-0.000242073,0.000789594,0.000291247,0.000960674
2572,-0.000115983,-0.000192422,0.000127699,-5.1711E-05,-0.000250712,0.000777737,0.000227168,0.001022551
2573,-0.000126634,-0.00019002,0.000142753,-3.88402E-05,-0.000247483,0.000661306,0.000160396,0.001102194
2574,-9.9883E-05,-0.000196427,9.8932E-05,-2.04635E-05,-0.00024084,0.000624023,0.000152532,0.00124935
2575,-0.000064868,-9.63617E-05,0.000112597,4.6175E-05,-0.000174601,0.000676949,0.000203532,0.001187843
2576,9.32475E-05,-4.95612E-05,-1.69203E-05,4.84399E-05,-0.000197701,0.000838764,0.000431072,0.001128487
2577,1.6764E-06,-3.36953E-05,-8.2925E-05,-5.45756E-05,-0.000121545,0.000526004,0.000227153,0.000541806
2578,7.94493E-05,8.98875E-05,-1.1697E-06,-3.0037E-05,-6.34864E-05,0.000578787,0.000161823,0.000453532
2579,8.15354E-05,9.54866E-05,-2.10926E-05,-1.03079E-05,7.31648E-06,0.000534333,0.000131942,0.000277199
2580,-1.09412E-05,-2.19941E-05,-0.000153333,-5.71458E-06,3.69996E-05,0.000406724,5.221E-05,0.000126898
2581,-1.78404E-05,-2.77199E-05,-0.000120226,7.16375E-06,2.52351E-05,0.000461303,0.000116061,9.78448E-05
2582,6.26556E-05,9.08784E-05,3.29614E-05,-0.000057444,-3.46192E-05,0.00063074,0.000220437,0.000441629
2583,1.98074E-05,-2.19196E-05,-7.59697E-05,-1.88909E-05,-9.5032E-06,0.000721589,0.000358574,0.000498105
2584,4.80415E-05,9.7863E-06,7.19E-06,7.85776E-05,-9.61012E-05,0.001054816,0.000456274,0.000849623
2585,2.76378E-05,-4.22005E-05,3.17618E-05,7.0579E-05,-0.000124634,0.000942957,0.000403531,0.000919175
2586,4.45845E-05,-4.2088E-05,7.9133E-05,6.21755E-05,5.69525E-05,0.000887871,0.000394635,0.001024734
2587,-1.43045E-05,-0.000112023,0.000013463,-4.4785E-05,7.026E-06,0.000794601,0.000298336,0.001245775
2588,-3.048E-05,-0.000117153,9.43955E-05,-5.78645E-05,-4.854E-06,0.000769335,0.00029831,0.001253415
2589,-0.000120584,-0.000186052,8.97495E-05,-7.0065E-05,-0.00020884,0.000760052,0.000244443,0.000953681
2590,-9.92263E-05,-0.000159494,6.89552E-05,-3.33113E-05,-0.000230908,0.00088013,0.000321638,0.00094166
2591,4.27513E-05,-0.000122577,0.000119455,-8.91855E-06,-0.000239387,0.000934124,0.000506978,0.000970971
2592,0.000032425,-0.000100352,7.10338E-05,-4.42565E-05,-0.000220381,0.000802435,0.000439115,0.000825256
2593,5.80549E-05,-8.54694E-05,3.84934E-05,-7.72401E-05,-0.000144962,0.000728402,0.000420295,0.000762135
2594,7.59549E-05,-5.97611E-05,4.0222E-05,-6.98157E-05,-8.14423E-05,0.000717711,0.000394095,0.000762515
2595,8.69259E-05,-6.65076E-05,3.19407E-05,-7.72402E-05,-0.000140578,0.000721753,0.000401933,0.000791073
2596,0.00013626,-4.38877E-05,4.109E-05,-6.53795E-06,-0.000159077,0.00078167,0.000522286,0.000945471
2597,0.000125833,-9.19625E-05,7.83578E-05,3.75135E-06,-0.000179868,0.00089946,0.000575159,0.00113187
2598,6.61127E-05,-0.00014564,8.93957E-05,-1.06283E-05,-0.000194412,0.000801776,0.000483509,0.001153208
2599,6.17467E-05,-9.4622E-06,9.16311E-05,-4.33064E-05,-0.000127025,0.000719968,0.000372287,0.000867844
2600,0.000112917,0.000197694,-7.86521E-05,-0.000100285,9.44547E-05,0.000150308,0.000200972,0.000159677
2601,-6.6299E-05,1.08667E-05,4.36977E-06,-1.65291E-05,-2.74926E-06,-1.06506E-05,-4.38988E-05,-2.50712E-05
2602,-3.41572E-05,3.87505E-05,-1.23307E-06,-5.90831E-06,2.75113E-05,1.90735E-05,-1.7155E-05,-1.89655E-05
2603,1.32397E-05,2.78205E-05,4.09785E-07,-4.67152E-06,4.16413E-05,1.24797E-05,-2.26125E-06,-2.85208E-05
2604,1.1012E-05,1.81012E-05,-1.69129E-06,-1.42567E-05,3.53008E-05,6.482E-07,-6.15046E-06,-3.95961E-05
2605,2.26274E-05,3.06107E-05,-3.72902E-06,-3.29688E-06,2.1711E-05,-2.6077E-07,-9.84222E-06,-4.57764E-05
2606,7.42078E-06,3.90634E-05,-9.62242E-06,-1.07139E-05,7.70762E-06,7.7039E-06,-1.03749E-05,-4.15295E-05
2607,1.27181E-05,1.13323E-05,-8.8267E-05,-1.43871E-05,1.06543E-05,-1.14813E-05,3.39448E-05,-3.26857E-05
2608,5.64195E-05,-7.02254E-05,-2.76677E-05,-4.59328E-05,-9.1269E-06,0.000678036,0.000384197,0.000448596
2609,0.000126328,-2.03661E-05,0.000102013,4.5337E-05,-1.30123E-05,0.001097232,0.000611507,0.000959002
2610,-9.9395E-06,-7.95535E-05,6.87985E-05,5.63372E-05,-0.000114784,0.00099393,0.000462811,0.000980202
2611,-0.000069927,-0.000106503,7.844E-05,-1.3709E-05,-2.77235E-05,0.000771072,0.000324246,0.001098164
2612,-0.000117909,-0.000158973,6.13225E-05,-3.60232E-05,-0.000219561,0.000738219,0.000273049,0.000976287
2613,-7.7184E-05,-0.000143036,4.4085E-05,-1.9915E-05,-0.000252441,0.000848756,0.000347477,0.000940215
2614,6.35048E-05,-0.000140362,6.0156E-05,-1.74715E-05,-0.000282019,0.000912935,0.000517845,0.000937607
2615,3.91678E-05,-4.03709E-05,9.20148E-05,-2.53021E-05,-0.000212144,0.000726909,0.000424907,0.00071992
2616,9.97409E-05,-1.19508E-05,7.15777E-05,-2.24225E-05,-4.35561E-05,0.00071406,0.000376184,0.00069645
2617,0.000112668,-7.06538E-05,4.44465E-05,3.90858E-05,3.24399E-05,0.000632335,0.000311405,0.000516452
2618,0.000143617,-1.55084E-05,0.000069201,6.14561E-05,8.74251E-05,0.000655934,0.00041106,0.000554398
2619,0.000124715,-5.1383E-05,4.07584E-05,3.90782E-05,7.81342E-05,0.000629462,0.000388838,0.000546392
2620,0.000118297,-8.36514E-05,-1.7181E-05,-2.29142E-05,-1.77734E-05,0.000649825,0.000303023,0.000648014
2621,7.39955E-05,-6.89737E-05,3.77559E-05,-9.21711E-05,-0.000120126,0.000696048,0.000356875,0.00079146
2622,-8.60165E-06,-3.03909E-05,7.57688E-05,-6.15268E-05,-0.000141125,0.00067237,0.000312112,0.000813924
2623,8.17925E-05,6.50994E-05,-0.00011567,-9.14968E-05,5.83679E-05,0.000205427,0.00021537,0.000379734
2624,-8.39681E-06,4.67338E-05,-3.06927E-05,-2.22772E-06,3.27453E-05,2.20314E-05,3.27453E-06,2.21916E-05
2625,-1.44504E-05,2.72952E-05,1.14739E-06,-9.61498E-06,2.14428E-05,2.42554E-05,1.6205E-06,1.19582E-06
2626,-4.14998E-06,3.60757E-05,-9.21638E-06,-1.09114E-05,2.01128E-05,1.57058E-05,-1.01104E-05,-3.28794E-05
2627,-5.02915E-07,3.1814E-05,-9.40264E-06,-4.39957E-06,1.32471E-05,-1.90363E-06,-2.22586E-05,-6.00927E-05
2628,1.25282E-05,3.24659E-05,-7.20844E-06,-9.20147E-06,-6.85825E-06,-4.92484E-06,-2.00905E-05,-6.91563E-05
2629,1.3832E-05,3.28161E-05,-5.63264E-06,-1.03191E-05,-1.22413E-05,-6.17281E-06,-1.69277E-05,-6.56098E-05
2630,1.18949E-05,3.4254E-05,-1.05798E-06,-1.60113E-05,-1.18762E-05,8.23662E-06,-4.1537E-06,-4.32357E-05
2631,1.15857E-05,7.8235E-08,-6.3628E-06,-5.03286E-06,-7.4878E-07,7.3947E-06,1.29379E-05,-3.16426E-05
2632,7.27549E-05,-7.30157E-06,-0.000125103,-3.06703E-05,1.67824E-05,0.000318412,0.000308022,-9.96441E-05
2633,3.33897E-05,-5.2676E-06,2.79099E-05,8.0317E-06,2.31453E-05,0.000938646,0.00051159,0.000492446
2634,1.45102E-05,-6.90035E-05,9.6664E-05,4.11535E-05,-0.000122171,0.001041424,0.000467017,0.000868034
2635,-5.46875E-05,-0.000106581,0.000152074,2.07275E-05,-0.000221819,0.000820711,0.000336528,0.000979927
2636,-8.4586E-05,-0.000167191,0.000136976,-4.06615E-05,-0.000235107,0.000807237,0.000284683,0.000987813
2637,-5.11185E-05,-0.000134118,0.000116538,-4.1105E-05,-0.000250742,0.000868567,0.000356559,0.000931121
2638,4.44537E-05,-0.000100628,0.0001337,-2.76455E-05,-0.000221148,0.000928927,0.000516411,0.000893596
2639,9.3028E-05,2.63937E-05,0.000120454,3.09274E-05,-2.73027E-05,0.000760887,0.000445124,0.000699997
2640,0.000130549,2.14129E-05,0.000122294,0.000127263,3.94769E-05,0.000714023,0.00039858,0.000593435
2641,0.000135735,-2.13683E-05,6.24619E-05,7.32615E-05,-4.863E-05,0.000575338,0.000322025,0.000543397
2642,0.000118017,3.26112E-05,-3.93502E-05,-7.14884E-06,-4.23714E-05,0.000470474,0.000165716,0.000417031
2643,0.000126299,6.25439E-05,-6.27972E-05,-6.64965E-06,-2.91616E-05,0.000471074,0.000168491,0.0004122
2644,0.000144225,2.95602E-05,-5.38044E-05,-1.07624E-05,-4.75086E-05,0.00050037,0.000204105,0.000452701
2645,0.000105515,-4.81382E-05,-5.09061E-05,-2.91019E-05,-6.34864E-05,0.000527956,0.000285566,0.000514701
2646,5.78538E-05,-5.98319E-05,-4.25465E-05,-3.98346E-05,-7.77654E-05,0.000374377,0.000200026,0.000416286
2647,-7.24569E-06,3.34903E-06,-3.45148E-05,3.03611E-06,4.09745E-05,1.86488E-05,2.18488E-05,2.07127E-06
2648,1.11982E-05,3.95067E-05,8.09878E-06,-6.66828E-06,7.59959E-06,2.23592E-05,-9.35055E-07,3.53895E-07
2649,-1.09523E-06,3.84338E-05,-1.4156E-07,-3.88175E-06,-1.60225E-05,1.06171E-05,-1.60001E-05,-4.53815E-05
2650,-9.90182E-06,-1.112E-05,-2.74927E-06,-6.5118E-06,-4.8764E-05,-1.07773E-05,-3.40529E-05,-9.1061E-05
2651,1.34856E-06,-1.46627E-05,1.60672E-05,-1.31504E-06,-5.80587E-05,-3.7998E-06,-3.10987E-05,-8.73134E-05
2652,2.6077E-06,-1.25282E-05,2.03997E-05,-6.97002E-06,-5.24819E-05,1.86638E-06,-3.26745E-05,-5.03547E-05
2653,-8.45635E-07,-2.22437E-05,1.88649E-05,-3.241E-06,-3.52264E-05,-3.18139E-06,-3.40864E-05,-2.63341E-05
2654,-4.10156E-06,-9.05246E-06,1.88015E-05,1.68011E-06,-1.55158E-05,1.56388E-05,-2.3555E-05,-6.61612E-06
2655,-4.85778E-06,2.68225E-07,2.78689E-05,2.19867E-05,-2.10479E-06,2.9847E-05,-5.9605E-08,-1.81794E-06
2656,-1.70246E-06,-2.55816E-05,-1.26921E-05,-1.5907E-06,-1.73412E-05,2.27764E-05,-4.68269E-06,-3.57442E-05
2657,9.49092E-05,-5.94891E-05,8.47876E-05,3.20003E-05,8.61772E-05,0.000920583,0.00053243,0.000418976
2658,6.349E-05,-4.20512E-05,4.25166E-05,3.2719E-05,-5.72207E-05,0.001075324,0.000564583,0.000693396
2659,-3.08455E-05,-0.00010787,0.000116919,-1.37125E-05,-0.000249591,0.000819001,0.000344064,0.000908226
2660,-0.000063647,-0.000148226,0.000120609,-4.86975E-05,-0.000253306,0.000800959,0.000302285,0.000933121
2661,5.60665E-06,-0.000126258,0.000116714,-3.703E-06,-0.000261464,0.000905782,0.000435286,0.000887122
2662,6.07706E-05,-7.77172E-05,0.000109464,-1.08295E-05,-0.000176732,0.000850115,0.000506941,0.000778347
2663,0.000113342,-5.9754E-06,0.000104804,7.79591E-05,-1.51768E-05,0.000684999,0.000333335,0.000609588
2664,0.000153303,2.19569E-05,0.000116073,0.000110902,-2.26758E-05,0.000647646,0.000349395,0.000562809
2665,0.000101112,5.47022E-05,-4.50462E-05,1.45137E-05,-6.60941E-05,0.000428207,0.000127532,0.000391971
2666,8.49366E-05,5.8569E-05,-7.46399E-05,-1.69687E-05,9.57027E-06,0.000347812,0.000106055,0.00031985
2667,9.26368E-05,6.25364E-05,-9.29572E-05,-3.97117E-06,-5.55292E-05,0.000421684,0.000126734,0.000376102
