01-13 14:00:00+01:00,0.06843617574156803,0.0,0.0,0.33972388722582114,0.0,0.1585797830884188,0.0,0.0,0.15857978308841858,0.0,0.0,0.0,0.33972388722582114,0.0,0.1585797830884188,0.0,0.0,0.02147797952024952,0.0,0.0,0.2721049649127231
01-13 15:00:00+01:00,0.045395962339068736,0.0,0.12804138988782232,0.33420048154122706,0.0,0.16006979931111087,0.0,0.0,0.1600697993111111,0.040193336647487664,0.0,0.0,0.33420048154122706,0.0,0.16006979931111087,0.0,0.0,0.0,0.0,0.0,0.3090123583624662
01-13 16:00:00+01:00,0.0,0.0,0.0,0.33331997360154453,0.0,0.1613880163999999,0.0,0.0,0.16138801640000003,0.06825247435469832,0.0,0.0,0.33331997360154453,0.0,0.1613880163999999,0.0,0.0,0.11218515618409286,0.0,0.0,0.32733930696806934
01-13 17:00:00+01:00,0.06650581128940589,0.0,0.24291866886487723,0.3448769240991112,0.0,0.16184862366666675,0.06249999999999989,0.0,0.1618486236666663,0.06249999999999989,0.0,0.0,0.3448769240991112,0.0,0.16184862366666675,0.06249999999999989,0.03920656810307316,0.0,0.0,0.1097288510534501,0.3448769240991112
01-13 18:00:00+01:00,0.051216070816288005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06453173990477135,0.0,0.0,0.0
01-13 19:00:00+01:00,0.09047775411327172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11245091861337458,0.0,0.0,0.0
01-13 20:00:00+01:00,0.11235374969803225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04725899587873165,0.0,0.0,0.0
01-13 21:00:00+01:00,0.11857830470037148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-13 22:00:00+01:00,0.10624536140724995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-13 23:00:00+01:00,0.07286853924455691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-14 07:00:00+01:00,0.0,0.0,0.12917695179461175,0.0,0.0,0.0,0.0,0.0,0.20031749036161467,0.0,0.0,0.0,0.5701021816879996,0.0,0.0,0.0,0.0,0.23194101606846274,0.0,0.0,0.0
01-14 08:00:00+01:00,0.0,0.0,0.0,0.3832400141885317,0.0,0.16772527406666615,0.0625,0.0,0.16772527406666704,0.0625,0.019988980326374715,0.3379592015745041,0.3832400141885317,0.0,0.16772527406666615,0.0625,0.4214362079130712,0.14260354457212943,0.0,0.47579951247999985,0.3832400141885317
01-14 09:00:00+01:00,0.0,0.0,0.0,0.39220271569149445,0.0,0.1671017794444447,0.06250000000000006,0.0,0.16710177944444382,0.06250000000000006,0.0,0.1573880253243771,0.39220271569149445,0.0,0.1671017794444447,0.06250000000000006,0.31672736930325607,0.14687666256367982,0.0,0.5606679572880002,0.39220271569149445
01-14 10:00:00+01:00,0.025449740348499374,0.0,0.2957761159275931,0.3944326848199997,0.0,0.16679161073333315,0.06249999999999989,0.0,0.1667916107333327,0.06249999999999989,0.0,0.0,0.3944326848199997,0.0,0.16679161073333315,0.06249999999999989,0.20756254004104513,0.0,0.0,0.5817327465238655,0.3944326848199997
01-14 11:00:00+01:00,0.0,0.0,0.2476320131244869,0.3564052489711109,0.0,0.15164584922383995,0.08047842144242257,0.0,0.1516458492238395,0.08047842144242257,0.0,0.0,0.3564052489711109,0.0,0.15164584922383995,0.08047842144242257,0.24438860866012757,0.0,0.0,0.21580240009278506,0.3564052489711109
01-14 12:00:00+01:00,0.0,0.01819706670100002,0.0,0.34136873803399437,0.0,0.1507673650139787,0.08072705351030424,0.0,0.15076736501397914,0.08072705351030424,0.0,0.0,0.34136873803399437,0.0,0.1507673650139787,0.08072705351030424,0.0,0.11600435771857709,0.0,0.0,0.34136873803399437
01-14 13:00:00+01:00,0.0,0.015345246957000014,0.0,0.340153443092,0.0,0.15115756207613829,0.0,0.0,0.15115756207613862,0.1028633348619335,0.0,0.0,0.340153443092,0.0,0.15115756207613829,0.046873924485919816,0.0,0.115527027027027,0.0,0.0,0.340153443092
01-14 14:00:00+01:00,0.0,0.0,0.231054054054054,0.3360744973844443,0.0,0.15726419177704587,0.0,0.0,0.1572641917770463,0.060909899644273915,0.0,0.0,0.3360744973844443,0.0,0.15726419177704587,0.0,0.0,0.0,0.0,0.024670476459998092,0.33607449738444417
01-14 15:00:00+01:00,0.0,0.0,0.25619080540682404,0.36438895810400007,0.0,0.15250681185798554,0.07749016545529624,0.0,0.15250681185798465,0.07749016545529624,0.0,0.0,0.36438895810400007,0.0,0.15250681185798554,0.07749016545529624,0.24205193323552573,0.0,0.0,0.2918660903630994,0.36438895810400007
01-14 16:00:00+01:00,0.0,0.0,0.0,0.39159746668909046,0.0,0.15702902379005668,0.0625,0.0,0.15702902379005623,0.0625,0.0,0.07878306892091164,0.39159746668909046,0.0,0.15702902379005668,0.0625,0.2820362886055294,0.14320997101960264,0.0,0.551613221072,0.39159746668909046
01-14 17:00:00+01:00,0.0,0.0,0.0,0.37622989541438434,0.0,0.15724982407647614,0.0625,0.0,0.15724982407647659,0.0625,0.0,0.19144600034012274,0.37622989541438434,0.0,0.15724982407647614,0.0625,0.3813368086211275,0.13559992756284944,0.0,0.4058178953439999,0.37622989541438434
01-14 18:00:00+01:00,0.06334585088709958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18879245650189547,0.0,0.0,0.0,0.47060111484800005,0.0,0.12379481527920705,0.0,0.0,0.2552716632533357,0.0,0.0,0.0
01-14 19:00:00+01:00,0.09717875884397426,0.0,0.04109362644891257,0.0,0.0,0.0,0.0,0.0,0.21807787457536867,0.0,0.0,0.0,0.48899155394000093,0.0,0.0,0.0,0.0,0.26130212451702906,0.0,0.0,0.0
01-14 20:00:00+01:00,0.12173442935558751,0.0,0.17166904305190245,0.16136987842399986,0.0,0.0,0.0,0.0,0.1255253009472554,0.0,0.0,0.0,0.0,0.17166904305190245,0.0,0.0,0.0,0.17166904305190245,0.0,0.0,0.0
01-14 21:00:00+01:00,0.13173349660549288,0.0,0.14751431927390068,0.0,0.0,0.0,0.0,0.0,0.05266160564619108,0.0,0.0,0.0,0.0,0.14751431927390068,0.0,0.0,0.0,0.14751431927390068,0.0,0.0,0.0
01-14 22:00:00+01:00,0.1358455500721262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12772812629471647,0.0,0.0,0.0
01-14 23:00:00+01:00,0.11633301354242138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600302385712955,0.0,0.0,0.0
01-15 00:00:00+01:00,0.06531320463058837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-15 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-15 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-15 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-15 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-15 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-15 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1453593316164963,0.0,0.0,0.0
01-15 07:00:00+01:00,0.0,0.0,0.0,0.49351889225233825,0.0,0.15295804656844303,0.0,0.0,0.15295804656844303,0.0,0.0,0.0,0.49351889225233825,0.0,0.15295804656844303,0.0,0.0,0.0049736214380236565,0.0,0.0,0.09280132906857713
01-15 08:00:00+01:00,0.0,0.0,0.0,0.3827703859225704,0.0,0.16725414311111075,0.06250000000000003,0.0,0.16725414311111164,0.06250000000000003,0.0,0.16009948058816803,0.3827703859225704,0.0,0.16725414311111075,0.06250000000000003,0.2196928223149908,0.14221138361422392,0.0,0.4711870283120001,0.3827703859225704
01-15 09:00:00+01:00,0.0,0.0,0.0,0.3922188734596981,0.0,0.16607358191111077,0.0625,0.0,0.1660735819111112,0.0625,0.0,0.03353139940500686,0.3922188734596981,0.0,0.16607358191111077,0.0625,0.12473739907036166,0.14654134729089585,0.0,0.560483475376,0.3922188734596981
01-15 10:00:00+01:00,0.0,0.0,0.298590755714909,0.3979728088871959,0.0,0.16570548108888872,0.06249999999999995,0.0,0.16570548108888916,0.06249999999999995,0.0,0.0,0.3979728088871959,0.0,0.16570548108888872,0.06249999999999995,0.03633388428865691,0.0,0.0,0.6149784627580991,0.3979728088871959
01-15 11:00:00+01:00,0.0,0.0,0.24554636051625112,0.3597492066377779,0.0,0.14351712632673186,0.09015930656380744,0.0,0.14351712632673186,0.09015930656380744,0.0,0.0,0.3597492066377779,0.0,0.14351712632673186,0.09015930656380744,0.31002636247914794,0.0,0.0,0.2448720285409679,0.3597492066377779
01-15 12:00:00+01:00,0.0,0.0,0.23105405405405421,0.3403763522177776,0.0,0.15082384263350024,0.0,0.0,0.15082384263350068,0.06967867152240681,0.0,0.0,0.3403763522177776,0.0,0.15082384263350024,0.0,0.0,0.0,0.0,0.06338716995999816,0.3403763522177775
01-15 13:00:00+01:00,0.0,0.0,0.231054054054054,0.3403062463666665,0.0,0.1509287987921002,0.0,0.0,0.15092879879210042,0.052832854602158155,0.0,0.0,0.3403062463666665,0.0,0.1509287987921002,0.0,0.0,0.0,0.0,0.06275621729999858,0.3403062463666665
01-15 14:00:00+01:00,0.0,0.0,0.23105405405405377,0.3471189477933332,0.0,0.14072943654061643,0.09228301624089552,0.0,0.14072943654061687,0.09228301624089552,0.0,0.0,0.3471189477933332,0.0,0.14072943654061643,0.09228301624089552,0.1292338052927244,0.0,0.0,0.12407053013999869,0.3471189477933332
01-15 15:00:00+01:00,0.0,0.0,0.2643382372711338,0.37470721920355565,0.0,0.14925684207805112,0.08248632309688086,0.0,0.14925684207805023,0.08248632309688086,0.0,0.0,0.37470721920355565,0.0,0.14925684207805112,0.08248632309688086,0.28471472416338445,0.0,0.0,0.38873838869757305,0.37470721920355565
01-15 16:00:00+01:00,0.0,0.0,0.0,0.3868910866864519,0.0,0.16112658721733508,0.0625,0.0,0.16112658721733464,0.0625,0.0,0.0537560940219685,0.3868910866864519,0.0,0.16112658721733508,0.0625,0.2201569509900594,0.14222527227874548,0.0,0.5082869996279997,0.3868910866864519
01-15 17:00:00+01:00,0.0,0.0,0.0,0.37661116918775206,0.0,0.16589324046666665,0.062499999999999924,0.0,0.16589324046666665,0.062499999999999924,0.0,0.16177994553002287,0.37661116918775206,0.0,0.16589324046666665,0.062499999999999924,0.3576605124705652,0.13867726529027247,0.0,0.41227701541600004,0.37661116918775206
01-15 18:00:00+01:00,0.07080619208468181,0.0,0.0,0.07775673564392122,0.0,0.15680130530545044,0.0,0.0,0.15680130530545067,0.0,0.0,0.0,0.8120659167613858,0.0,0.15680130530545044,0.0,0.0,0.15314286042594938,0.0,0.0,0.0
01-15 19:00:00+01:00,0.10408682118690744,0.0,0.0,0.0,0.0,0.15631408810000402,0.0,0.0,0.15631408810000402,0.0,0.0,0.0,0.7007750800817059,0.0,0.15631408810000402,0.0,0.0,0.22166917630826222,0.0,0.0,0.0
01-15 20:00:00+01:00,0.12537155948791376,0.0,0.17402528496770886,0.19006514316,0.0,0.0,0.0,0.0,0.14023137479156395,0.0,0.0,0.0,0.0,0.17402528496770886,0.0,0.0,0.0,0.17402528496770886,0.0,0.0,0.0
01-15 21:00:00+01:00,0.1339028625974546,0.0,0.16323963149555076,0.13925040688599977,0.0,0.0,0.0,0.0,0.1241102550655997,0.0,0.0,0.0,0.0,0.16323963149555076,0.0,0.0,0.0,0.16323963149555076,0.0,0.0,0.0
01-15 22:00:00+01:00,0.13463801810292675,0.0,0.14169256333233327,0.0,0.0,0.0,0.0,0.0,0.062104950155903255,0.0,0.0,0.0,0.0,0.14169256333233327,0.0,0.0,0.0,0.14169256333233327,0.0,0.0,0.0
01-15 23:00:00+01:00,0.1184454486439548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11260569174262286,0.0,0.0,0.0
01-16 00:00:00+01:00,0.06858321659029801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-16 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-16 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-16 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-16 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-16 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-16 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14121050106337985,0.0,0.0,0.0
01-16 07:00:00+01:00,0.0,0.0,0.0,0.45683285719850997,0.0,0.15287282821439319,0.0,0.0,0.15287282821439385,0.0,0.0,0.0,0.62517366430366,0.0,0.15287282821439319,0.0,0.0,0.07287466490142458,0.0,0.0,0.0
01-16 08:00:00+01:00,0.0,0.0,0.0,0.3828666788895081,0.0,0.1671908978000003,0.06250000000000006,0.0,0.1671908977999994,0.06250000000000006,0.0,0.24672611013452797,0.3828666788895081,0.0,0.1671908978000003,0.06250000000000006,0.35601558264862004,0.14223840762892404,0.0,0.472080252744,0.3828666788895081
01-16 09:00:00+01:00,0.0,0.0,0.0,0.38941526402758586,0.0,0.16628988377777798,0.0625,0.0,0.16628988377777842,0.0625,0.0,0.1363134169523576,0.38941526402758586,0.0,0.16628988377777798,0.0625,0.27997104836951525,0.14521178238745247,0.0,0.5339428905440002,0.38941526402758586
01-16 10:00:00+01:00,0.0,0.0,0.0,0.39254609461226764,0.281038570452,0.16147113792572432,0.06298101781373444,0.0,0.1614711379257252,0.06298101781373444,0.0,0.0,0.39254609461226764,0.0,0.16147113792572432,0.06298101781373444,0.22168485620723713,0.1451678481963854,0.01660478649147764,0.0,0.39254609461226764
01-16 11:00:00+01:00,0.0,0.0,0.2743568981382125,0.3797235704511108,0.0,0.1567458489650826,0.07343968662698108,0.0,0.15674584896508126,0.07343968662698108,0.0,0.0,0.3797235704511108,0.0,0.1567458489650826,0.07343968662698108,0.1973050555147576,0.0,0.0,0.4388140079779408,0.3797235704511108
01-16 12:00:00+01:00,0.0,0.0,0.24778324272160068,0.36070771935777746,0.0,0.14543098584526115,0.08722921141564555,0.0,0.14543098584526115,0.08722921141564555,0.0,0.0,0.36070771935777746,0.0,0.14543098584526115,0.08722921141564555,0.39168677200859525,0.0,0.0,0.25459902761960695,0.36070771935777746
01-16 13:00:00+01:00,0.0,0.0,0.24433156871169404,0.35734879065111125,0.0,0.14529213594041002,0.08700023971337612,0.0,0.14529213594041002,0.08700023971337612,0.0,0.0,0.35734879065111125,0.0,0.14529213594041002,0.08700023971337612,0.3570008015121376,0.0,0.0,0.22267069477040713,0.35734879065111125
01-16 14:00:00+01:00,0.0,0.0,0.2528560277690721,0.36221615848666655,0.0,0.15076720314533576,0.08023745151277473,0.0,0.15076720314533576,0.08023745151277473,0.0,0.0,0.36221615848666655,0.0,0.15076720314533576,0.08023745151277473,0.2503781811171504,0.0,0.0,0.2706704238960289,0.36221615848666655
01-16 15:00:00+01:00,0.0,0.0,0.0,0.3938643568918412,0.2874365059680001,0.16233246946432844,0.06462919562050184,0.0,0.16233246946432844,0.06462919562050184,0.0,0.0,0.3938643568918412,0.0,0.16233246946432844,0.06462919562050184,0.20990886995274283,0.1461146441164397,8.459604931860899e-05,0.0,0.3938643568918412
01-16 16:00:00+01:00,0.0,0.0,0.0,0.3894741681068985,0.0,0.1666668913111109,0.06250000000000003,0.0,0.1666668913111109,0.06250000000000003,0.0,0.03742535412461439,0.3894741681068985,0.0,0.1666668913111109,0.06250000000000003,0.28090461618388085,0.14536714620947666,0.0,0.5346258828319999,0.3894741681068985
01-16 17:00:00+01:00,0.0,0.0,0.0,0.3761989326007946,0.0,0.16612799751111096,0.0625000000000001,0.0,0.16612799751111096,0.0625000000000001,0.0,0.10940166153969735,0.3761989326007946,0.0,0.16612799751111096,0.0625000000000001,0.3382989376747929,0.13854955041125117,0.0,0.40844123312800007,0.3761989326007946
01-16 18:00:00+01:00,0.07413734545976937,0.0,0.0,0.45741504056201465,0.0,0.1641704239295092,0.0,0.0,0.16417042392950876,0.0,0.0,0.0,0.45741504056201465,0.0,0.1641704239295092,0.0,0.0,0.0,0.0,0.0,0.1330162464454812
01-16 19:00:00+01:00,0.1051433881122419,0.0,0.0,0.0,0.0,0.15645856443674933,0.0,0.0,0.1564585644367491,0.0,0.0,0.0,0.5762618527188133,0.0,0.15645856443674933,0.0,0.0,0.24621339009694487,0.0,0.0,0.0
01-16 20:00:00+01:00,0.12177109026230139,0.0,0.1507088171599238,0.0,0.0,0.0,0.0,0.0,0.21509523618967347,0.0,0.0,0.0,0.5570560374399998,0.0,0.0,0.0,0.0,0.22476372761335872,0.0,0.0,0.0
01-16 21:00:00+01:00,0.13290371188344366,0.0,0.1497447604721205,0.02372113173199976,0.0,0.0,0.0,0.0,0.06994403054951331,0.0,0.0,0.0,0.0,0.1497447604721205,0.0,0.0,0.0,0.1497447604721205,0.0,0.0,0.0
01-16 22:00:00+01:00,0.13083739619300225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12366817847480915,0.0,0.0,0.0
01-16 23:00:00+01:00,0.11070962967099827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05171629562458127,0.0,0.0,0.0
01-17 00:00:00+01:00,0.06473863480550497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-17 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-17 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-17 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-17 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-17 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-17 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12131732162506188,0.0,0.0,0.0
01-17 07:00:00+01:00,0.0,0.0,0.21564375478478737,0.0,0.0,0.2566373844551453,0.0,0.0,0.1480037901563785,0.0,0.0,0.0,0.7657572977199998,0.21564375478478737,0.0,0.0,0.0,0.21564375478478737,0.0,0.2111166064630849,0.0
01-17 08:00:00+01:00,0.0,0.0,0.24115780668894815,0.6027079907567396,0.0,0.0,0.0625,0.5022109016720808,0.0,0.0625,0.030070293449983177,0.30549953549928477,0.0,0.24115780668894815,0.0,0.06249999999999992,0.0,0.24115780668894837,0.0,0.28578500825653497,0.0
01-17 09:00:00+01:00,0.0,0.0,0.23582069961438745,0.5567047103031258,0.0,0.0,0.0625,0.5132201089542503,0.0,0.0625,0.0,0.19157684568033412,0.0,0.23582069961438745,0.0,0.06250000000000006,0.0,0.23582069961438767,0.0,0.28610865773748956,0.0
01-17 10:00:00+01:00,0.0,0.0,0.24294177481031243,0.6223455339208086,0.0,0.0,0.0625,0.20513863952805061,0.0,0.0625,0.0,0.05141388822425041,0.0,0.24294177481031243,0.0,0.06250000000000006,0.0,0.24294177481031287,0.0,0.3710873858368106,0.0
01-17 11:00:00+01:00,0.0,0.0,0.25967260286821126,0.10234872970399961,0.0,0.1907213633360305,0.0,0.0,0.18574951127997694,0.08543403449814563,0.0,0.0,0.9999999999999998,0.25967260286821126,0.0,0.024947896505563075,0.0,0.2596726028682115,0.0,0.5532058820219021,0.0
01-17 12:00:00+01:00,0.0,0.0,0.5406380268540543,0.7352149191253536,0.0,0.1664976126666664,0.0,0.0,0.16649761266666668,0.03094442408439462,0.0,0.0,0.0,0.0,0.1664976126666664,0.0,0.0,0.04786197314594565,0.0,0.37307940379999915,0.058209371024646184
01-17 13:00:00+01:00,0.0,0.0,0.27890761709961387,0.37804316164418694,0.0,0.16607453157777763,0.0,0.0,0.1660745315777778,0.01591723650511927,0.0,0.0,0.37804316164418694,0.0,0.16607453157777763,0.0,0.0,0.0,0.0,0.14366263757999942,0.3074765825397662
01-17 14:00:00+01:00,0.0,0.0,0.2501864774556326,0.3555989489222222,0.0,0.15667728260204195,0.07425653958078088,0.0,0.15667728260204195,0.07425653958078088,0.0,0.0,0.3555989489222222,0.0,0.15667728260204195,0.07425653958078088,0.003278134529406569,0.0,0.0,0.20980231173591424,0.3555989489222222
01-17 15:00:00+01:00,0.01343835689038992,0.0,0.2873078216189533,0.3861255006688886,0.0,0.16655041113333358,0.06249999999999989,0.0,0.16655041113333313,0.06249999999999989,0.0,0.0,0.3861255006688886,0.0,0.16655041113333358,0.06249999999999989,0.02783714759356487,0.0,0.0,0.5028022995609456,0.3861255006688886
01-17 16:00:00+01:00,0.0,0.0,0.0,0.38826035254512825,0.0,0.0,0.062499999999999944,0.0,0.0,0.062499999999999944,0.0,0.0,0.38826035254512825,0.0,0.0,0.062499999999999944,0.09681987146093751,0.3081080040223937,0.028032677124275016,0.524514598328,0.34843523830058964
01-17 17:00:00+01:00,0.0,0.0,0.0,0.35937140143199997,0.0,0.0,0.0625,0.0,0.039966315560122145,0.0625,0.0,0.0,0.35937140143199997,0.0,0.0,0.0625,0.23498341188436445,0.2760785078424708,0.04254414572776448,0.392302094488,0.35937140143199975
01-17 18:00:00+01:00,0.04439779675955389,0.0,0.0,0.4729019465887173,0.0,0.16517709002644887,0.0,0.0,0.1651770900264493,0.0,0.0,0.0,0.4729019465887173,0.0,0.16517709002644887,0.0,0.0,0.0,0.0,0.0,0.10152745385610357
01-17 19:00:00+01:00,0.08292702066867712,0.0,0.0,0.48962356762072634,0.0,0.16485274163056807,0.0,0.0,0.16485274163056807,0.0,0.0,0.0,0.48962356762072634,0.0,0.16485274163056807,0.0,0.0,0.0,0.0,0.0,0.0792706020190922
01-17 20:00:00+01:00,0.11442878126545972,0.0,0.17523618156375886,0.18367353850999973,0.0,0.0,0.0,0.0,0.14123265089122067,0.0,0.0,0.0,0.0,0.17523618156375886,0.0,0.0,0.0,0.17523618156375886,0.0,0.0,0.0
01-17 21:00:00+01:00,0.12467445367016304,0.0,0.15254246670142346,0.032713552909999666,0.0,0.0,0.0,0.0,0.07530636277604173,0.0,0.0,0.0,0.0,0.15254246670142346,0.0,0.0,0.0,0.15254246670142346,0.0,0.0,0.0
01-17 22:00:00+01:00,0.12160407653605033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18426893988768925,0.0,0.0,0.0
01-17 23:00:00+01:00,0.11007120834460042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02657407351067699,0.0,0.0,0.0
01-18 00:00:00+01:00,0.06504111731088912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-18 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-18 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-18 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
