,LoadLevel,101_PV_1,101_PV_2,101_PV_3,101_PV_4,102_PV_1,102_PV_2,103_PV_1,104_PV_1,113_PV_1,118_RTPV_1,118_RTPV_10,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,119_PV_1,122_WIND_1
2018,03-26 02:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2019,03-26 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2020,03-26 04:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2021,03-26 05:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2022,03-26 06:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2023,03-26 07:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2024,03-26 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2025,03-26 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2026,03-26 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2027,03-26 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2028,03-26 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2029,03-26 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2030,03-26 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2031,03-26 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2032,03-26 16:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2033,03-26 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2034,03-26 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2035,03-26 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2036,03-26 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2037,03-26 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2038,03-26 22:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2039,03-26 23:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2040,03-27 00:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2041,03-27 01:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2042,03-27 02:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2043,03-27 03:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2044,03-27 04:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2045,03-27 05:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2046,03-27 06:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2047,03-27 07:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2048,03-27 08:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2049,03-27 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2050,03-27 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2051,03-27 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2052,03-27 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2053,03-27 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2054,03-27 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2055,03-27 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2056,03-27 16:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2057,03-27 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2058,03-27 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2059,03-27 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2060,03-27 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2061,03-27 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2062,03-27 22:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2063,03-27 23:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2064,03-28 00:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2065,03-28 01:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2066,03-28 02:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2067,03-28 03:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2068,03-28 04:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2069,03-28 05:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2070,03-28 06:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2071,03-28 07:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2072,03-28 08:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2073,03-28 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2074,03-28 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2075,03-28 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2076,03-28 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2077,03-28 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2078,03-28 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2079,03-28 15:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2080,03-28 16:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2081,03-28 17:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2082,03-28 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2083,03-28 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2084,03-28 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2085,03-28 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2086,03-28 22:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2087,03-28 23:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2088,03-29 00:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2089,03-29 01:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2090,03-29 02:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2091,03-29 03:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2092,03-29 04:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2093,03-29 05:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2094,03-29 06:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2095,03-29 07:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2096,03-29 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2097,03-29 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2098,03-29 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2099,03-29 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2100,03-29 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2101,03-29 13:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2102,03-29 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2103,03-29 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2104,03-29 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2105,03-29 17:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2106,03-29 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2107,03-29 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2108,03-29 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2109,03-29 21:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2110,03-29 22:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2111,03-29 23:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2112,03-30 00:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2113,03-30 01:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2114,03-30 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2115,03-30 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2116,03-30 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2117,03-30 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2118,03-30 06:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2119,03-30 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2120,03-30 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2121,03-30 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2122,03-30 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2123,03-30 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2124,03-30 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2125,03-30 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2126,03-30 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2127,03-30 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2128,03-30 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2129,03-30 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2130,03-30 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2131,03-30 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2132,03-30 20:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2133,03-30 21:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2134,03-30 22:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2135,03-30 23:00:00+01:00,1.1514522560000002,1.187018348,1.16478954,1.147006492,0.0,0.0,0.0,0.0,22.753201380000032,37.2,18.000000000000004,38.8,37.6,36.4,36.4,38.8,47.2,44.8,41.2,0.0,1815.356061
2136,03-31 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2137,03-31 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2138,03-31 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
2139,03-31 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.6453296039455
