LoadLevel,Network_Line_Out_bus004_bus011_cac1,Network_Line_Out_bus005_bus006_cac1,Network_Line_Out_bus006_bus007_cac1,Network_Line_Out_bus008_bus005_cac1,Network_Line_Out_bus011_bus013_cac1,Network_Line_Out_bus012_bus016_cac1,Network_Line_Out_bus015_bus033_cac1,Network_Line_Out_bus017_bus113_cac1,Network_Line_Out_bus025_bus027_cac1,Network_Line_Out_bus026_bus030_cac1,Network_Line_Out_bus030_bus038_cac1,Network_Line_Out_bus033_bus037_cac1,Network_Line_Out_bus054_bus056_cac1,Network_Line_Out_bus068_bus069_cac1,Network_Line_Out_bus069_bus077_cac1,Network_Line_Out_bus077_bus082_cac1,Network_Line_Out_bus080_bus099_cac1,Network_Line_Out_bus082_bus083_cac1,Network_Line_Out_bus092_bus093_cac1,Network_Line_Out_bus094_bus100_cac1,Network_Line_Out_bus099_bus100_cac1
02-28 14:00:00+01:00,-5.72875E-14,-1.37668E-14,-1.31006E-14,0.044175047,-7.64604E-05,-0.005842367,0.013678443,5.078863812,0.591903214,1.458785877,0.093864197,0.082971357,9.00465E-05,0.104493356,0.401282107,-0.203463605,7.567679933,0.393349691,-0.36171519,5.980987275,7.487773959
02-28 15:00:00+01:00,6.07062E-07,-6.5517E-05,-1.27471E-05,0.008061552,-0.000150307,-0.005796929,-0.003780082,4.731911952,0.559324189,1.450086675,0.023516637,0.031407724,8.67812E-05,-0.016585475,0.097924888,-0.218611865,8.616192243,0.36542471,-0.422088956,6.689559785,8.52227009
02-28 16:00:00+01:00,-0.001349779,-0.002409959,-0.000430895,0.067673258,2.44249E-15,-0.001898688,0.01224642,4.816859578,0.506988241,1.495513696,0.074979568,0.030861592,8.8309E-05,0.177401217,0.448723126,-0.231085307,13.88104196,0.402075913,-0.313330944,5.945197363,13.69884512
02-28 17:00:00+01:00,-0.001918259,1.044617006,-0.000584167,0.117007862,-0.243165923,-0.137471063,0.569204673,2.026059983,0.207988323,-0.055424541,0.114996792,0.760935692,-0.001301292,1.527172269,1.506580897,0.04976645,25.3512882,1.12863068,-0.234048565,5.367442344,25.05171349
02-28 18:00:00+01:00,-0.000484362,0.00259894,-0.000139976,-1.302038192,0.005311327,-0.056379023,1.188869695,0.664255866,0.289110158,0.505174612,-0.198482133,1.177044173,-0.00230761,8.762585718,3.898574425,0.148021491,45.89153331,5.018775768,-1.2171067,4.628658325,45.43820803
02-28 19:00:00+01:00,0.000567987,0.00717186,-0.000563844,1.572568501,0.014041004,-0.038794058,1.375758342,1.601874255,0.882463665,1.663122488,-0.039572108,1.245662397,-0.003591058,8.697484767,3.881989064,0.163493913,45.91733942,5.120753985,-1.27229211,4.412852498,45.54526618
02-28 20:00:00+01:00,0.001695579,0.01677921,-0.00150412,1.936787939,0.013867036,-0.025301334,1.163400342,1.44325792,1.277083185,1.287226419,0.588936521,1.054384761,-0.003348111,8.937962942,2.834307339,0.097069694,41.95821977,4.284617787,-0.513556251,4.878983406,41.46264728
02-28 21:00:00+01:00,0.000919177,0.039176268,-0.004916935,2.268481381,0.004635125,-0.029265251,0.89470635,1.061034893,1.314533696,-0.094122753,1.705897837,0.867175407,-0.002365341,7.03951013,1.719825547,-0.203875533,37.81145713,1.161083285,-0.271335523,5.743687186,37.29453068
02-28 22:00:00+01:00,5.56084E-06,-7.8545E-05,-2.26933E-06,0.521551544,0.000794529,-0.002807029,0.136677237,0.22213952,0.078386867,0.151630978,0.244006372,0.111304226,-0.000391428,0.231960276,0.165694457,0.17078519,27.56669292,7.813174744,-2.421140102,-2.472009616,27.60401031
02-28 23:00:00+01:00,0.001348786,0.006643964,-9.84652E-05,0.722274626,0.001930057,-0.006541669,0.247508059,0.332253439,0.244463577,0.31104437,0.800568527,0.211789297,-0.000608421,0.611151843,0.234012699,0.242941954,26.16722542,6.617294836,-2.453202308,-1.74961002,26.12557521
03-01 00:00:00+01:00,0.004029966,0.01966554,0.000180225,1.115499538,-0.002479239,0.002282755,-0.080431857,-0.370662049,0.37628769,-0.32529886,7.420508385,-0.036444897,-0.000720276,0.887899493,1.039423298,0.132292501,24.9982803,4.603405166,-0.658835768,2.899736602,25.01076748
03-01 01:00:00+01:00,0.024067651,0.087548947,0.001417396,2.533407628,-0.008740087,-0.00046951,0.166420113,-0.029426479,0.808081379,-0.496544333,10.09802406,0.275012692,-0.000821184,1.25264455,-0.022264808,-0.028493727,74.17538177,1.774113555,-0.132082633,2.883368923,74.18585102
03-01 02:00:00+01:00,0.025936773,0.091895156,0.00267701,4.116025895,-0.001993029,0.005652658,0.177026188,0.026755578,0.785062865,-0.356941686,10.4810095,0.274674341,-0.000668845,1.24875094,-0.262905386,-0.031145797,74.11504269,0.964364412,-0.127210146,2.815441572,74.13412322
03-01 03:00:00+01:00,0.021289691,0.077752082,0.002481831,5.046531422,0.001767212,0.004776709,0.165034847,0.13579766,0.780889331,-0.207952272,10.61861741,0.253264677,-0.000654222,1.249636805,-0.341844306,-0.030259816,72.8615473,0.657807187,-0.132038773,2.76974475,72.87968163
03-01 04:00:00+01:00,0.020683595,0.077681645,0.002370881,5.012596993,0.002801807,0.004666883,0.137969209,0.145543984,0.765623085,-0.189328949,9.822319122,0.229489924,-0.000705256,1.359227281,0.533098977,-0.026311125,75.14277489,1.915728383,-0.127022752,3.143997633,75.14190678
03-01 05:00:00+01:00,0.001174116,0.006382991,0.000136317,0.618964346,0.000900977,-0.002099688,0.065064267,-0.002475133,0.160585771,-0.095696026,0.791697943,0.060433072,-0.00054233,-0.005952976,0.212563686,0.124868789,80.23527386,4.292598226,-2.608596598,0.299008231,79.89216418
03-01 06:00:00+01:00,6.49873E-06,5.28766E-05,-1.48681E-06,0.12542104,0.000367254,-0.000585518,0.122724115,0.143826179,0.035178442,0.112491336,0.010250742,0.119790066,-0.000117855,0.213096381,0.082611819,0.127497602,92.98129425,6.61787428,-2.894125423,-2.569538953,93.12481394
03-01 07:00:00+01:00,2.21954E-05,0.008531019,-3.5827E-05,0.665881618,-0.01107237,0.002277657,0.191082937,0.596809414,0.108413661,0.272110826,0.016681298,0.216250838,-0.000213766,0.26593959,0.136077257,0.098347262,69.6826767,7.22820482,-2.229627069,-2.701634695,69.78315567
03-01 08:00:00+01:00,-0.000925287,-0.0012261,-0.000278458,-1.298367996,0.03842698,0.002391241,0.372990446,0.561867022,0.206285112,0.596472528,-0.206513004,0.948139192,-0.000411785,10.42383267,2.858855422,0.155761493,66.52054834,4.983700274,-2.059962503,2.569041166,66.46606869
03-01 09:00:00+01:00,2.71702E-05,0.995455703,3.82365E-06,8.214854619,0.180461861,0.19278773,-0.990986014,1.197280951,0.13010568,0.088289364,-0.234998463,1.020260831,-0.00099603,8.957865541,3.600803164,0.136643386,64.68179236,5.588410514,-1.853100106,4.048720521,64.60542152
03-01 10:00:00+01:00,-0.001267134,-0.003214511,-0.000717688,-0.790040313,-1.18572E-13,0.621199162,-3.98579409,2.424270421,0.081682884,0.725415888,0.373285172,-0.25929338,-0.001163747,3.174870135,4.112570206,-0.008425453,62.68859124,3.282417087,-0.500237131,4.992432917,62.02232466
03-01 11:00:00+01:00,-0.002777027,-0.003508264,-0.000831967,-0.08368358,-1.21236E-13,0.116731056,-5.116673997,3.7643711,0.153941809,1.418382066,1.036883482,-0.623219966,-0.000121013,2.409765126,3.832163448,-0.018487614,57.72656667,3.416350533,-0.355068809,5.047414407,57.1638913
03-01 12:00:00+01:00,-0.003958883,-0.004467322,-0.001166566,0.083279118,-0.009262421,0.032222881,-3.602235287,4.618706948,0.217002036,1.122253031,1.205991569,-0.183456841,0.000115512,1.455337731,2.975753297,0.022402018,53.44803683,2.677914495,-0.233001445,5.102480804,52.94830231
03-01 13:00:00+01:00,-0.002860865,-0.003228368,-0.000848674,0.104006143,-0.008060472,0.026173142,-3.32254696,4.672325618,0.262216444,1.083793019,0.751325368,-0.43854573,7.88084E-05,0.523607732,1.846218645,-4.74774E-05,49.21392588,1.440466743,-0.238590736,4.981789493,48.73167222
03-01 14:00:00+01:00,-0.002495395,-0.002872449,-0.000808209,0.065225287,-3.55271E-15,0.005444201,-2.075286022,4.848961249,0.353971796,1.329114676,0.293246692,-0.039935229,-0.000379195,0.836062532,1.155653119,-0.098965227,46.654751,0.784209053,-0.289577146,5.688936827,46.03242058
03-01 15:00:00+01:00,-0.002162233,-0.0030483,-0.000672325,0.045103246,3.06422E-14,0.007887074,-1.289409676,4.971878623,0.361293018,1.339960541,0.188112291,-0.271258991,-6.54832E-05,0.534626598,0.932177272,-0.098305476,49.30980133,0.614495291,-0.28422937,5.786524206,48.63146877
03-01 16:00:00+01:00,-0.001472307,-0.002757027,-0.000584698,-0.760609061,-3.01981E-14,-0.005656908,-1.711437146,3.550419176,0.290759325,1.063988568,0.193427736,-1.839295369,-0.000113907,0.497830161,0.982910087,-0.047326647,53.43536141,0.547242688,-0.241562836,5.770695552,52.70108844
03-01 17:00:00+01:00,-0.0046021,1.161060643,-0.000520592,-0.573602036,0.001873602,0.142177808,0.642434438,2.290354268,0.088302956,-0.246255459,-0.051461597,0.413755657,-2.96506E-05,1.846925594,3.317700293,0.084270313,60.83122832,0.570088926,-0.020579035,4.994340655,60.1136172
03-01 18:00:00+01:00,2.04944E-07,-0.004466811,2.01203E-07,-2.476364505,0.008999721,-0.034184439,0.771942962,0.647246148,0.292207659,0.676972092,-0.212385095,0.551310349,-0.001005128,7.299975917,2.835639786,-0.061396328,60.82250165,-0.144825894,0.124693579,-0.387373322,60.67477945
03-01 19:00:00+01:00,0.000969221,0.389657297,-0.00022904,3.470694799,-0.251484401,0.072846271,1.508708305,1.456604597,0.951570933,3.504421242,-0.032312519,1.288572528,-0.003414393,8.129672186,3.017163744,0.027029513,54.80595492,-0.176099284,0.909675927,0.414497629,54.52852662
03-01 20:00:00+01:00,0.005170054,0.332752733,-0.001066814,6.520016054,-0.428843592,-0.052001708,0.263263534,1.520501647,1.087593902,3.293875314,0.759757994,0.520264077,-0.002794325,8.105406955,3.227074121,0.046967328,47.60457844,-0.236253412,4.315210622,1.715934384,47.49658301
03-01 21:00:00+01:00,0.005901091,-0.386976722,-0.007772767,4.077304247,-0.203521208,0.028894743,0.761841684,1.162092429,1.19079012,0.069954757,2.144901374,0.679257965,-0.00188265,7.226737586,3.492564114,-0.0880851,41.98718403,-0.13210528,1.344669285,5.309416421,41.56029718
03-01 22:00:00+01:00,7.68121E-06,-0.032529889,-5.01905E-06,1.099068148,-0.018628008,0.001211193,0.148043626,0.312529417,0.114279126,0.211911515,0.240866363,0.099972402,-0.000381991,0.33677968,0.03383398,0.01156348,37.19202384,0.864368781,2.239305484,-0.863884329,37.20641683
03-01 23:00:00+01:00,0.001006686,0.004153334,-6.57781E-05,0.853496827,-0.001629551,0.001164008,0.096269373,0.222288196,0.135279894,0.200130374,0.541665499,0.093227844,-0.000239285,0.254983929,0.098966383,0.013613086,61.72600331,0.289871888,1.119273764,0.067674024,61.67755413
03-02 00:00:00+01:00,0.005832166,0.022051904,0.000251669,0.337102696,-0.004926066,0.002132413,-0.06137712,-0.50611061,0.221707098,-0.373576149,3.530105345,-0.004953445,-0.000315582,0.084318961,-0.011820321,0.030183791,59.37965827,-0.058489897,0.051693119,0.03965652,58.91259424
03-02 01:00:00+01:00,0.004753173,0.017480821,0.000543676,1.37236074,-0.002246218,0.002538809,-0.023314177,0.023245506,0.258917808,-0.477103096,9.434121223,0.027533784,-0.00026551,0.032821552,-0.056962321,-0.002844188,25.99558773,0.000565929,-3.21585E-05,1.402789484,26.04436629
03-02 02:00:00+01:00,0.023450726,0.080192918,0.002845588,5.185495148,0.000117331,0.00057781,0.248112946,0.122726974,0.813372074,-0.257154187,12.26011911,0.349747075,-0.000113449,1.109713277,-0.556574482,-0.003113816,25.32578416,-0.012471652,2.18021E-05,2.667841343,25.33725309
03-02 03:00:00+01:00,7.10543E-15,0.000404821,0,6.135345331,0.002163217,-0.005202738,-0.029901549,0.51931008,0.295539345,-0.126799323,12.60772271,0.011706557,-9.94E-05,0.318583096,-0.081069535,0.000929887,2.62E+01,0.018102334,7.10543E-15,2.460067001,26.2447907
03-02 04:00:00+01:00,-5.68434E-14,0.000424064,-5.68434E-14,5.66716673,0.002703232,-0.005625728,-0.038555967,0.421678824,0.299644307,-0.522948964,11.59768767,0.001799578,-7.24E-06,-0.019020927,-0.100235342,0.000839316,2.82E+01,0.021300006,-7.10543E-14,2.401807896,28.16086657
03-02 05:00:00+01:00,-2.84217E-14,0.000379937,0,5.796318243,0.002772817,-0.005663808,-0.038047499,0.451993306,0.298098346,-0.52703749,11.88791964,0.0112829,2.26061E-05,-0.023357844,-0.080620071,0.000375467,28.62601403,0.021148953,0,2.94169661,28.62507428
03-02 06:00:00+01:00,0.033192645,0.121091885,0.002961935,5.740385965,0.005026028,0.006082163,0.170528831,0.172648812,0.786561726,-0.151573946,11.43072941,0.287929512,0.000199679,1.1679985,-0.689630272,-0.021111748,32.67733089,0.747834194,-0.103934177,4.32017523,32.67652441
03-02 07:00:00+01:00,0.005056563,0.024605577,0.000340164,0.434660657,-0.000167103,0.002949206,-0.085015555,-0.246798642,0.264961239,-0.377473346,2.788646632,-0.074467143,0.000270484,0.332619963,0.192352363,0.053010067,56.87142759,3.173986716,-1.177731037,1.14327481,56.48173524
03-02 08:00:00+01:00,-0.002219313,0.010974746,-0.000419393,0.259481178,-0.008407209,0.002949403,0.341808267,0.306238197,0.927986214,0.867765416,3.376152585,0.396110861,0.000502518,2.979971234,0.64845358,-0.331881527,65.62949374,0.461504268,-0.336963691,6.062511592,64.6573076
03-02 09:00:00+01:00,0.004915451,0.001091598,1.26601E-05,0.165299111,0.010146487,-0.006526593,0.011682327,4.008778281,0.454342781,1.476772624,0.078910873,0.016062106,-2.9738E-05,0.281240116,3.56E-01,-0.263996247,71.19456182,0.300743831,-0.339508368,6.054091839,70.02861648
03-02 10:00:00+01:00,-0.001984949,-0.002752199,-0.000558031,0.048754262,6.10623E-15,-0.007341501,0.051083632,4.362344394,0.480671016,1.408908059,0.098862318,0.060041644,7.19407E-05,0.178997007,3.98E-01,-0.289935825,70.80503207,0.358917663,-0.4098017,6.25333233,69.65381659
03-02 11:00:00+01:00,-0.002233416,-0.002622275,-0.000583991,0.059962453,-0.000730298,-0.003965624,0.017098649,4.146564299,0.572451617,1.26686143,0.123893526,3.31E-02,-5.69904E-05,0.177570809,3.73E-01,-0.291865182,65.50138668,0.350677767,-0.39567599,6.330506179,64.43455734
03-02 12:00:00+01:00,1.23235E-14,0,1.08247E-14,0.047752167,-0.001189374,-0.005848557,0.022571584,4.18085539,0.638618992,1.238525498,0.130131169,4.63E-02,-6.71167E-05,0.213711718,3.06E-01,-0.303701282,63.74799519,0.345169719,-0.360126565,6.567850021,62.70717827
03-02 13:00:00+01:00,-4.9738E-14,0,2.13163E-14,-0.017210269,-0.001394818,-0.007376969,0.006048792,3.716849945,0.650347405,1.2268613,-0.028238562,2.12E-02,-7.01713E-05,0.19196514,1.90E-01,-0.00846211,60.11715253,0.221352383,-4.9738E-14,6.767291802,59.13415941
03-02 14:00:00+01:00,-2.13163E-14,0,-2.84217E-14,-0.014588473,-0.001659474,-0.006380195,0.005538441,2.944046123,0.663634857,1.230667198,-0.031651167,0.019346779,-8.81118E-05,0.163756086,0.111665866,-0.009264907,56.98950837,0.198217517,-2.13163E-14,6.483294846,56.05156867
03-02 15:00:00+01:00,7.10543E-15,0,-3.55271E-14,-0.013275458,-0.001950061,-0.005857142,0.006980503,2.277897401,0.677212996,1.084917382,-0.033408931,0.01712526,-9.91447E-05,0.14692848,0.065395495,-0.010205397,55.20746069,0.195755918,7.10543E-15,6.137648861,54.30164483
03-02 16:00:00+01:00,-7.10543E-15,0,4.26326E-14,-0.014175208,-0.002080221,-0.006155192,0.00970396,1.872244836,0.670761826,0.872981548,-0.033705999,0.015110383,-9.2278E-05,0.143939727,0.070968351,-0.012028833,62.43847247,0.199417765,7.10543E-15,6.674544948,61.41264852
03-02 17:00:00+01:00,-0.00194595,-0.00297414,-0.000396629,0.062457371,-0.001611682,-0.002229269,0.01937262,2.293471208,0.606276722,0.976140724,0.076952597,0.02094957,-0.000137233,0.133377021,0.168894052,-0.351305041,7.47E+01,0.329040725,-0.374355082,6.884550808,73.52661049
03-02 18:00:00+01:00,0.010885196,0.830667632,6.07222E-06,-0.18459084,-0.234706028,-0.048218485,0.071529597,2.098202458,0.332944271,0.340053423,0.309727694,0.06334682,0.000587209,0.607035548,0.420471628,-0.279345574,72.85581609,0.435102992,-0.378268945,6.046582227,71.70127866
03-02 19:00:00+01:00,0.007615676,0.067385448,0.000950023,1.51573206,9.9758E-05,-4.11734E-05,0.107133542,-0.713414877,1.251292816,-1.705940133,5.902652447,0.261584845,0.002356363,1.674555048,0.47310707,-0.299153601,64.17100446,0.408445177,-0.440326329,6.466178263,63.19061418
03-02 20:00:00+01:00,0.01427642,0.090598751,0.00016579,1.739708407,0.00695887,0.011791123,0.119474662,0.078609838,1.020408467,-0.981782904,11.14735016,0.279020634,0.002441366,1.121386562,0.122166702,-0.318192608,6.07E+01,0.297943173,-0.400954669,7.182129309,59.70681513
03-02 21:00:00+01:00,0.019045435,0.098435087,0.000930362,2.271518218,0.006909499,0.009675308,0.284299854,0.053557215,1.069214923,-0.667592874,15.28822123,0.431151,0.0021207,0.70520164,-0.107290732,-0.210041894,5.45E+01,0.272126681,-0.336535538,6.836007314,53.61794238
03-02 22:00:00+01:00,0.027597248,0.11850062,0.002076789,3.714161208,0.004637071,0.007581515,0.308253691,0.064263754,0.954803635,-0.436860926,17.07784889,0.451605796,0.002012709,0.213151211,-0.534712037,0.041983052,5.33E+01,0.29354706,-0.047268422,4.973020992,52.4414956
03-02 23:00:00+01:00,0.029550193,0.106004456,0.003256783,6.699153343,0.001413566,0.002960193,0.408475894,0.18190702,0.978297229,-0.181246239,18.67277023,0.543438054,1.92E-03,-0.183279314,-0.650034983,-0.003689958,3.16E+01,0.014270812,-0.000728879,2.936880129,31.59128832
03-03 00:00:00+01:00,2.84217E-14,0.000360727,1.42109E-14,8.535038374,-0.000729353,-0.003571374,0.518431412,0.98812358,0.365307213,0.373172779,19.13391285,0.778543039,1.27E-03,-0.041852131,0.10506266,-0.000649533,3.00E+01,0.036957656,2.84217E-14,1.557205468,30.04603413
03-03 01:00:00+01:00,1.13687E-13,0.000505311,-5.68434E-14,6.647019135,0.001426136,-0.005484853,0.060064471,0.692190476,0.266332918,-0.593573305,15.8107682,0.116791524,1.12E-03,-0.035236868,0.098181633,-0.000346804,2.84E+01,0.037861409,1.63425E-13,1.020499768,28.44732773
03-03 02:00:00+01:00,2.84217E-14,0.000598524,-1.84741E-13,5.089451425,0.003494218,-0.007443957,0.082057523,0.462222198,0.288417113,-0.648008367,12.89450405,0.13953595,9.00E-04,-0.026220601,0.090618355,-5.66717E-05,2.97E+01,0.037011046,1.42109E-14,0.79244416,29.71253941
03-03 03:00:00+01:00,-7.10543E-15,0.000639331,-1.98952E-13,4.06126797,0.004867326,-0.008640041,0.096337729,0.244628791,0.299751438,-0.686481603,10.91026757,1.52E-01,8.98E-04,-0.021143211,0.086637111,0.000155786,3.13E+01,0.036544116,1.42109E-14,0.657646731,31.28329282
03-03 04:00:00+01:00,0,0.000371827,1.49214E-13,3.521157585,0.003008718,-0.014065061,0.086437267,0.113269122,0.310118178,-0.694758597,9.872251012,0.13864814,0.000969116,-0.010189452,0.073641778,0.000254265,3.12E+01,0.033855498,0,0.850364317,31.21253972
03-03 05:00:00+01:00,-2.13163E-14,0.000348746,1.98952E-13,3.621742675,0.003114357,-0.014242414,0.082494496,0.123785575,0.312458538,-0.696087739,9.959655172,0.139336187,0.001025572,-0.01456594,0.076950898,1.13328E-05,3.15E+01,0.033220444,-1.42109E-14,1.22535469,31.46132947
03-03 06:00:00+01:00,-4.9738E-14,0.000583812,-7.10543E-15,4.131920931,0.005442179,-0.008537514,0.081159498,0.213818682,0.299666214,-0.685487801,10.70121944,0.127592612,0.00109974,-0.021661133,0.088756854,-0.000788012,2.93E+01,0.034114176,-5.68434E-14,1.457050923,29.3016644
03-03 07:00:00+01:00,0,0.000273553,-1.42109E-14,3.422629252,0.002723926,-0.012930695,0.085308541,0.263726406,0.326250857,-0.675844122,9.677934383,4.40E-02,8.69E-04,0.014047023,2.16E-02,-0.001500086,6.25E+01,0.022359956,-1.42109E-14,2.707180803,62.34436242
03-03 08:00:00+01:00,0,0,0,0,0,0,0,0.498161381,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.08E+01,0,0,4.005905032,69.52335857
03-03 09:00:00+01:00,-1.42109E-14,0,-1.42109E-14,0.00096689,-0.001526588,-0.000566636,-0.001050853,0.773287174,0.0145773,0.0145773,-0.00721037,2.08E-03,8.62E-06,-1.46E-03,-2.69E-02,-0.003669408,7.61E+01,0.0145773,0,5.84167146,74.69950135
03-03 10:00:00+01:00,5.79996E-06,-5.14224E-06,4.71693E-09,0.004602702,-0.001661845,0.000245405,-0.002406351,1.320171959,0.35888728,0.348126785,0.000386178,0.004105544,-3.09071E-05,-0.100196709,0.071724181,-0.33660275,78.66593183,0.162887912,-0.145846003,6.392552863,77.24824014
03-03 11:00:00+01:00,1.95689E-06,-5.34837E-05,-3.01066E-07,0.010951928,-0.002093993,0.001521337,-0.005572718,1.577112701,0.57262813,0.56143108,-0.004674266,0.006916609,-3.34226E-05,-0.105020807,0.08898042,-0.318854505,80.03311816,0.148491436,-0.147661649,6.416047179,78.66592218
03-03 12:00:00+01:00,1.2013E-06,-0.000128284,-4.15746E-07,0.011669805,-0.002169197,0.001880003,-0.006966788,1.814023234,0.719475162,0.766723107,-0.005947882,0.007718156,-2.34331E-05,-0.104034088,0.07877454,-0.129536269,7.94E+01,0.145187253,-0.12592449,5.991774834,78.00272233
03-03 13:00:00+01:00,-1.42109E-14,-0.000148827,1.42109E-14,0.009246903,-0.002270527,0.001854875,-0.006941169,1.364391257,0.582988765,0.582988765,-0.01008427,6.78E-03,1.6901E-05,-8.68E-04,-0.023555935,-0.003341699,77.36644468,0.029165294,-1.42109E-14,5.089942296,75.96282795
03-03 14:00:00+01:00,-2.84217E-14,-0.000171758,-1.42109E-14,0.008405396,-0.002344511,0.001687875,-0.006163369,0.979216199,0.285714285,0.285714285,-0.011842797,6.04E-03,1.85831E-05,-1.06E-03,-3.38E-02,-0.00318572,75.1792261,0.030005031,-2.84217E-14,4.301699448,73.79060958
03-03 15:00:00+01:00,0,0,0,0,0,0,0,0.591334517,0,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,7.68E+01,0,0,4.113371094,75.43014422
03-03 16:00:00+01:00,0,-1.42109E-14,1.42109E-14,-1.42109E-14,-1.42109E-14,0,-1.42109E-14,0.525033986,1.42109E-14,0,0,-1.42109E-14,1.42E-14,1.42109E-14,-1.42109E-14,-1.42109E-14,7.91E+01,-1.42109E-14,-1.42109E-14,4.697934281,77.67277283
03-03 17:00:00+01:00,5.3586E-06,-1.09556E-06,3.61435E-09,-0.002345269,-0.002058678,-0.002545044,0.001365274,0.961277536,0.113994635,0.103625979,0.004082235,0.002904948,-5.61E-05,-0.085321749,0.025368772,-0.301919094,8.68E+01,0.118190766,-0.179733621,6.53332605,85.17037177
03-03 18:00:00+01:00,5.80764E-05,0.007765042,4.39733E-06,-1.146831376,-0.282310348,-0.00140135,-0.068130121,1.582186772,0.432545484,-0.320314564,0.009503878,-0.059375237,-1.24183E-07,-0.099862451,-0.026809095,-0.258610787,88.8833839,0.069420629,-0.240542342,6.726748546,87.42765571
03-03 19:00:00+01:00,0.003349837,0.025952633,0.000551143,1.884921881,-0.005179204,0.022527095,0.021958146,0.209167289,1.334964173,-0.725345537,15.04765914,0.153182125,-0.000119499,0.336503502,0.534503996,-0.266571227,85.96471681,0.183459493,-0.28080274,7.055998311,84.6317239
03-03 20:00:00+01:00,0.01460712,0.077235512,0.001435334,2.418541363,0.003632146,0.013438642,0.203442554,0.06996704,1.24491361,-0.834240052,16.84224134,0.348180133,-0.000459227,0.254162303,0.451862042,-0.329806267,80.99316488,0.226972913,-0.258102339,6.958585433,79.72271636
03-03 21:00:00+01:00,0.01936728,0.091970872,0.001404145,2.789657112,0.005305317,0.010583003,0.265921434,0.035952237,1.046536826,-0.507605505,17.78063443,0.401652184,-0.000405115,0.131820401,0.263587122,-0.292474035,75.10264502,0.213352678,-0.206042784,6.451046422,73.91780757
03-03 22:00:00+01:00,0.023508795,0.099437881,0.002149844,4.550515365,0.006410479,0.003435632,0.282476081,-0.042816065,0.995338697,-0.403939028,17.97432227,0.40832171,-4.02E-04,-0.137121036,-0.36282649,0.0070262,6.65E+01,0.134703686,-0.051711155,4.642311977,65.61855954
03-03 23:00:00+01:00,0.008150588,0.028562792,0.000898843,6.48196754,-0.000503581,-0.004388966,0.257259242,0.433225743,1.051220012,0.570467027,18.33425562,0.373484929,-0.000225852,-0.297115769,-0.642875283,-0.002729394,31.12818946,0.016800007,0.000328029,2.969851748,31.13266195
03-04 00:00:00+01:00,9.9476E-14,0.000813277,-2.13163E-13,5.993977403,0.001779929,-0.003460287,-0.050495754,0.81779126,0.269688752,-0.488856229,16.01289813,-0.002617502,-0.000221916,-0.050183705,-0.062660351,0.000220687,32.33060457,0.022453021,5.68434E-14,1.448871817,32.33060444
03-04 01:00:00+01:00,1.7053E-13,0.000684311,-1.13687E-13,5.159568157,0.002429665,-0.00554503,-0.018454387,0.574729912,0.290980292,-0.524260538,13.63381537,0.028127269,0.000275549,-0.022263674,-0.054287208,0.00058517,61.06714726,0.024137543,1.7053E-13,1.246656954,61.06714726
03-04 02:00:00+01:00,2.84217E-14,0.000754516,-2.13163E-13,4.108645399,0.004024049,-0.006993357,0.001048205,0.407622576,0.303558729,-0.575059832,11.57935424,0.049933269,0.000852191,-0.005594194,-0.044522537,0.000825464,62.16425039,0.026016267,1.42109E-14,1.106224892,62.16425039
03-04 03:00:00+01:00,-7.10543E-14,0.000782694,-4.26326E-14,3.363872877,0.005121394,-0.007826814,0.017284279,0.252917142,0.308188649,-0.610754366,10.1832731,0.067450854,0.001138373,-0.005558148,-0.026851561,0.000661666,63.16971029,0.027056437,-5.68434E-14,1.142533264,63.16971029
03-04 04:00:00+01:00,-1.13687E-13,0.000603838,0,4.179330453,0.00424482,-0.007578417,0.013410508,0.246275157,0.305243264,-0.617553234,10.86533212,0.069991045,0.001321789,-0.010076103,-0.011090838,0.000328329,65.04762346,0.014480076,-1.13687E-13,1.765562856,65.04762346
03-04 05:00:00+01:00,0,0.000471127,-1.42109E-14,5.369689046,0.003224529,-0.006299904,-0.049586531,0.467041496,0.292136766,-0.565037299,12.7421931,0.019846409,0.001324516,-0.0500425,-0.020179166,-0.003373509,75.22653549,0.003056351,0.005430493,3.45890476,74.53917858
03-04 06:00:00+01:00,0.031896095,0.138674835,0.003248336,7.628478899,0.001114801,0.009000364,0.11241342,0.245740032,0.862348922,0.018139398,17.05070959,0.218835758,0.00166788,0.282426861,1.072839508,-0.059166022,94.05403285,0.454227979,2.44572208,6.188924013,92.6691858
03-04 07:00:00+01:00,0.025662729,0.107766649,0.000330842,3.493811449,-0.009193427,0.012815011,0.099065662,0.432723044,0.733788602,-0.44791198,13.07935972,-0.036116226,1.71E-03,0.789507822,3.684914835,0.722416778,1.03E+02,1.508695227,3.826959522,6.140349188,101.4379889
03-04 08:00:00+01:00,0.006992453,0.039390252,0.00014242,2.055713289,-0.004312636,0.011161989,0.277311054,-0.234235001,1.198396534,-1.470898816,10.12929271,-2.00E-01,1.76E-03,9.63E-01,5.99E+00,0.863466426,1.02E+02,2.27359352,4.545467236,5.636451906,100.4481168
