01-21 11:00:00+01:00,0.775194701024701,0.40989359041828555,0.0,1.0,0.0,0.0,0.0,0.0,0.6232327234396609,0.25463030925932273,0.2909517130980785,1.0,0.29756987441516314,0.0713047490913378,0.5140255772662226,1.0,0.4357518375475563,0.7314328973353885,0.6896374869510772,0.13428406558935238,0.5474826624564201,0.7924326026605839,0.25164832825859373,0.0,0.0,0.14874298759620652,0.4915400790132669,0.03336402558753538,0.0,0.06930354568375213,0.7070918623229556,0.0,0.0,0.0
01-21 12:00:00+01:00,0.7699058609341398,0.39924697447570623,0.016616176126551845,1.0,0.0,0.0,0.0,0.3245113147096802,0.6253764645955265,0.15974868975574297,0.42205086992051744,1.0,0.34361059228701585,0.00650152932439509,0.3559348882602702,1.0,0.49521379134331817,0.7687993198126276,0.6320556955516012,0.0,0.7617883673869149,0.7911395678644316,0.07672974920802678,0.0,0.0,0.07499985754860505,0.5467077474046433,0.3147371848306648,0.0,0.04233860583044607,0.7709179697537485,0.0,0.0,0.0
01-21 13:00:00+01:00,0.768424395263839,0.4283746162117179,0.07791622297655591,0.954479320482106,0.0,0.0,0.0,0.33865196455756025,0.62834219211368,0.13377170229211569,0.4008764831171108,1.0,0.3778384454761753,0.008558422371500334,0.3729296211074882,1.0,0.4935552818919654,0.7727957546402047,0.6332522053636953,0.0,0.7605327136745667,0.7914887263635976,0.06214645120920981,0.0,0.0,0.07814864562938562,0.5834689798061304,0.3424980851067583,0.0,0.022965942644875868,0.7592840137712531,0.0,0.0,0.0
01-21 14:00:00+01:00,0.754381304789529,0.0,0.2559373192252204,1.0,0.0,0.0,0.0,0.2844368068390087,0.6501915111916035,0.14006160773529053,0.4045932098570037,1.0,0.48779382745495947,0.06377023839842773,0.615872567193124,0.3648585997666723,0.44040062069066405,0.7443868708185375,0.5162221594070375,0.18505923745602865,0.9171370054653616,0.6861340181465483,0.5376790227764249,0.0,0.0,0.14773728085018975,0.2926046144846972,0.5113523651456795,0.0,0.0,0.6842644432968065,0.0,0.0,0.0
01-21 15:00:00+01:00,0.7433454344794252,0.0,0.230404939568967,1.0,0.0,0.0,0.0,0.0,0.6779165759699324,0.1927629574476178,0.5034821048582285,1.0,0.49349203626762844,0.10157821772042105,0.7180260002974669,0.2053016932347568,0.4414659667837284,0.7056268246907886,0.6073462376830558,0.20638574915810076,0.9584644539341833,0.0,0.5121171105980357,0.0,0.0,0.1558585915702586,0.1858343640831734,0.560148493115311,0.0,0.0041841089179351955,0.4915128641372541,0.0,0.0,0.0
01-21 16:00:00+01:00,0.7364295948668951,0.0,0.2528913595859435,1.0,0.0,0.18044817311596725,0.04300363165829359,0.020974957063415067,0.6831331357265474,0.35036562793910875,0.0,1.0,0.5051557425338188,0.24256439341728842,1.0,0.0,0.4450978286801287,0.6616439087529872,0.6145108192889808,0.3102156183336659,1.0,0.45624833831725065,0.5050846727082258,0.23287834552549752,0.0,0.23913821900884447,0.5136603667147766,0.32780639323389255,0.0,0.03936330681159378,0.3210129066098081,0.0,0.0,0.0
01-21 17:00:00+01:00,0.7008809376396201,0.0,0.2680773591702272,1.0,0.0,0.5804546236235493,0.012052397241369169,0.0,0.6856762012367863,0.3995706404613437,0.5788477295559077,1.0,0.699145886316994,0.0,0.5768153193111694,0.0,0.5283375841559425,0.6411657578684131,0.5784600645248756,0.24574038860523062,1.0,1.0,0.2717336408029552,0.0,0.0,0.2426563590724153,0.611940798416252,0.3690984980770907,0.0,0.10556795419095266,0.32261691151385924,0.0,0.0,0.0
01-21 18:00:00+01:00,0.0,0.3443202747454906,0.3100133279978756,1.0,0.0,0.0,0.12689647203863202,0.6362541827443694,0.0,0.9671671712470747,0.0,0.35324936924959655,0.0,0.0,0.0,0.4879937714470864,0.2651299571185627,0.05339658517589202,0.18410090664427864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6587458453980098,0.10708904159590131,0.0,0.0,0.12188682350048759,0.0,0.0,0.0
01-21 19:00:00+01:00,0.0,0.36015902588156046,0.3176513097298987,1.0,0.0,0.0,0.14935888309607132,0.7000390299991529,0.0,0.7631228032576081,0.008486226918077117,0.07597095679580299,0.0,0.14598554509691647,0.0,0.6279381285344999,0.5431347420043143,0.3024609661205927,0.2552451002487562,1.0,0.5360885864215367,1.0,0.0,0.0,0.0,0.19991889127620663,0.6567693624792702,0.29790029450091265,0.0,0.0,0.2577999172086759,0.0,0.0,0.0
01-21 20:00:00+01:00,0.0,0.3995561736973484,0.3481504889985329,1.0,0.0,0.0,0.20153578597755284,0.684139808795196,0.0,0.8822615915350962,0.0,0.00433506677791032,0.0,0.21738835146034258,0.0,0.6409175332986244,0.5653865826246268,0.0,0.23075197228855718,1.0,0.5466572227889924,1.0,0.0,0.0,0.0,0.14994914094649378,0.607816896185738,0.3340903451375902,0.0,0.0,0.28369360892547346,0.0,0.0,0.0
01-21 21:00:00+01:00,0.0,0.44718645639502325,0.38847237308020177,1.0,0.0,0.0,0.23561482843743312,0.0,0.0,0.6247374323444479,0.7877754876012033,0.0,0.0,0.31525151885946706,0.0,0.5625387290406544,0.6194773303718024,0.0,0.2021034463681592,0.8394743514973716,0.12484538603716978,1.0,0.0,0.0,0.0,0.121773210355427,0.5496930865257047,0.0,0.0,0.0,0.23831318565958012,0.0,0.0,0.0
01-21 22:00:00+01:00,0.0,0.0,0.34947448028793276,1.0,0.0,0.0,0.2202541883361078,0.0,0.0,0.6290421639310244,0.6058243382918338,0.0,0.0,0.1655691494683429,0.0,0.2655177517412935,0.46543927506569216,0.0,0.16612806654228857,0.7527803024627602,0.1950000922568187,1.0,0.0,0.0,0.0,0.0,0.45755459753666794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-21 23:00:00+01:00,0.0,0.0,0.3368177846585682,1.0,0.0,0.0,0.0,0.0,0.0,0.49161770400863336,0.6328663529814159,0.0,0.0,0.016283298008444087,0.0,0.30024282208337866,0.33576465494991126,0.0,0.13377218768656715,0.47823112143877494,0.0,1.0,0.0,0.0,0.0,0.0,0.48932367934494203,0.0,0.0,0.0,0.019231353566059248,0.0,0.0,0.0
01-22 00:00:00+01:00,0.0,0.0,0.33465884354659736,1.0,0.0,0.0,0.0,0.0,0.0,0.3946723153114904,0.5901883122141108,0.0,0.0,0.0,0.0,0.17283288022056517,0.2594701423723187,0.0,0.1062130261442786,0.0761765742296388,0.0,1.0,0.0,0.0,0.0,0.0,0.4729529325207299,0.0,0.0,0.0,0.11660166514143455,0.0,0.059884906822824616,0.0
01-22 01:00:00+01:00,0.0,0.0,0.15127579146273198,1.0,0.0,0.0,0.0,0.0,0.0,0.33911282102776036,0.8005599231510866,0.0,0.0,0.0,0.0,0.001886882261297708,0.15068593406537056,0.0,0.09131333281094525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45176492330845763,0.0,0.0,0.0,0.19771914612144628,0.0,0.06631398067904413,0.0
01-22 02:00:00+01:00,0.0,0.0,0.03876706184709805,1.0,0.0,0.0,0.0,0.0,0.0,0.34000059876854777,0.9154691249550367,0.0,0.0,0.0,0.0,0.19454963936932237,0.13810501395384459,0.0,0.08322216681592039,0.0,0.04111203574085083,0.0,0.0,0.0,0.0,0.0,0.39597534315920363,0.0,0.0,0.0,0.026220774996870786,0.0,0.15528735889192324,0.0
01-22 03:00:00+01:00,0.0,0.0,0.0,0.9167580067521383,0.0,0.0,0.0,0.0,0.0,0.29562068858171553,0.9307028317844418,0.0,0.0,0.0,0.0,0.11330941747851751,0.054494029854988864,0.0,0.08031426674129352,0.0,0.02790615462228096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09543603320604682,0.0,0.03884135148585995,0.0
01-22 04:00:00+01:00,0.0,0.0,0.0,0.7392968425916876,0.0,0.0,0.0,0.0,0.0,0.27086740115754976,0.8066577580615267,0.0,0.0,0.0,0.0,0.05904447840771222,0.0,0.0,0.08364385624378108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1472362895098074,0.0,0.0,0.0
01-22 05:00:00+01:00,0.0,0.0,0.002542193745669107,0.5517202722010541,0.0,0.0,0.0,0.0,0.0,0.33810477699570807,0.5122016297077833,0.0,0.0,0.0,0.0,0.0,0.10358600292646752,0.0,0.10097704900497512,0.0,0.0,0.37881106668777953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21856464776119391,0.0,0.0,0.0
01-22 06:00:00+01:00,0.0,0.0,0.3069207325259156,0.8419400676477321,0.0,0.0,0.060564147017404056,0.0,0.0,0.4616790667047863,0.43135095622584935,0.0,0.0,0.0,0.0,0.3024407084577114,0.1931318271054323,0.0,0.1497085342039801,0.25554043190315334,0.0,1.0,0.9244239681809147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-22 07:00:00+01:00,0.0,0.0,0.2996219035585393,0.665212653591491,0.0,0.0,0.0,0.0,0.0,0.7502677532012164,0.5204757909118898,0.022850583384557834,0.0,0.1645668910096141,0.0,0.0,0.48991465938952244,0.0,0.21343634990049748,0.869038815529468,0.5920894874021203,1.0,0.05473609017907007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29005538144989335,0.0,0.0,0.0
01-22 08:00:00+01:00,0.0,0.0,0.3500150578496281,0.8951728945560993,0.0,0.0,0.047832548423417276,0.0,0.0,0.7379995301662966,0.6767568130074565,0.0,0.0,0.29752544840227696,0.0,0.0,0.5879763265788704,0.0,0.2563344646766169,0.9098890496157543,0.49684211361573477,1.0,0.5405019555500479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2853013315565031,0.0,0.0,0.0
01-22 09:00:00+01:00,0.0,0.0,0.3520221881451644,0.7227349441082092,0.0,0.0,0.0,0.0,0.0,0.8529417435096458,0.5332831369349762,0.34003767948203273,0.0,0.0,0.0,0.23703955357095016,0.2286171420573294,0.0,0.1634037859875621,0.8734944336469773,0.9775873143249569,0.9214869610982275,0.4178285053470945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4768493331247803,0.0,0.0,0.0
01-22 10:00:00+01:00,0.0,0.0,0.34817473324584985,0.5917790775898163,0.0,0.0,0.0,0.0,0.2543547132768064,0.6265606451638788,0.09138881831135018,0.7840869616046577,0.026032888003549123,0.0,0.0,0.4117482753199077,0.21896715226898336,0.5314631219774257,0.18195072947761193,0.5107959370872133,1.0,0.53462693335914,0.3290004068657665,0.0,0.0,0.0,0.0,0.013341245270552452,0.0,0.0,0.6108519457965946,0.0,0.0,0.0
01-22 11:00:00+01:00,0.7310262097364397,0.0,0.32786005297188314,0.5308396190138313,0.0,0.21735031605960387,0.05575672109936291,0.0,0.2553563362306561,0.37355095624508106,0.04385667831660224,1.0,0.7246729875121907,0.0,0.0,0.4268396508919799,0.5635434926836407,0.6216215907821039,0.5702433034950248,0.022589457346867417,0.9169631201592807,0.4662673732012136,0.34349991242006395,0.0,0.0,0.0,0.0,0.33378148218302583,0.0,0.0,0.6270860289095435,0.0,0.0,0.0
01-22 12:00:00+01:00,0.7364083722139089,0.0,0.34358071754760805,0.5682113575042321,0.0,0.5927816944383428,0.0747139073926237,0.0,0.3196031137355958,0.18334023703183527,0.08924182862797085,1.0,0.7175643670812277,0.16496639880073036,0.6056407458316437,0.43968362096323726,0.43705930778460644,0.669775097340144,0.7794933588482587,0.14302757942208696,0.7374857619403474,0.0,0.4403275694123433,0.0,0.0,0.3016415650127358,0.0,0.5747925004190159,0.05433034290918993,0.0,0.641902110719022,0.0,0.0,0.0
01-22 13:00:00+01:00,0.2203884948025899,0.0,0.33221452139087865,0.4646403147026626,0.0,0.4025960293637949,0.14848105652871757,0.0,0.18660660388590591,0.34079323663684785,0.0,1.0,0.0,0.0,0.0,0.4744433667328624,0.5428802349575651,0.6159176625189482,0.6212686249701491,0.1948809081596921,0.7184534537536004,0.4551146638981604,0.4804808707863987,0.0,0.0,0.0,0.0,0.1903828398669968,0.0,0.0,0.6659769392891485,0.0,0.0,0.0
01-22 14:00:00+01:00,0.0,0.0,0.3903844374530448,0.7264215218044348,0.0,0.0,0.0,0.0,0.0,0.5846441472961801,0.0,1.0,0.0,0.0,0.0,0.43952098504987064,0.4375919808311384,0.3300755860601825,0.3683144480323382,0.15148832548972455,0.7576400095432745,0.4558841203757035,0.579439809045277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637811026844452,0.0,0.0,0.0
01-22 15:00:00+01:00,0.0,0.2369327570247255,0.23474485134086442,1.0,0.0,0.0,0.18529982693461514,0.0,0.0,0.5573757121602118,0.3781249430947684,0.17341686842123602,0.0,0.0,0.0,1.0,0.0,0.0,0.26265532071393033,0.0,0.0,0.6440546720275708,0.08621324364298891,0.0,0.0,0.0,0.2096246559286899,0.0,0.0,0.0,0.8664525140298689,0.0,0.0,0.0
01-22 16:00:00+01:00,0.0,0.2134124862575254,0.34130955132834256,1.0,0.0,0.0,0.14991584496006163,0.0,0.0,0.7780253582161198,0.6133601095335895,0.29009647756563056,0.0,0.0,0.0,1.0,0.20781030682711157,0.0,0.11979616908457713,0.0,0.0,0.768007698743923,0.01312687732224565,0.0,0.0,0.0,0.352498074004975,0.0246591119195249,0.0,0.0,0.7914199104550823,0.0,0.0,0.0
01-22 17:00:00+01:00,0.0,0.27408077842988665,0.26861132214150263,1.0,0.0,0.0,0.023268769075112553,0.0,0.0,0.7634612348811678,0.8509299160619325,0.0,0.0,0.05786473376304506,0.0,1.0,0.36855786314210276,0.0,0.08289349662189052,0.7003950343690356,0.01607108064134474,1.0,0.20209829991688116,0.0,0.0,0.0,0.5570821768988391,0.0,0.0,0.0,0.671613439123091,0.0,0.0,0.0
01-22 18:00:00+01:00,0.0,0.3017142797274607,0.20617190619312054,1.0,0.0,0.0,0.007209160480525139,0.025122752601683437,0.0,0.8186269192484498,1.0,0.0,0.0,0.36898852579820224,0.0,1.0,0.714110012920709,0.0,0.2577696585671642,0.8219283925820254,0.0,1.0,0.22875205093987236,0.0,0.0,0.22011180955754173,0.6131741600393936,0.0,0.0,0.0,0.6635330184510605,0.0,0.0,0.0
01-22 19:00:00+01:00,0.0,0.2774551463380217,0.21892877049334103,1.0,0.0,0.0,0.04320200339716053,0.060312473471216654,0.0,0.8353146294491584,1.0,0.0,0.0,0.47453069291082467,0.0,1.0,0.8277306410848242,0.0,0.2603141587064676,0.788884045316107,0.0,1.0,0.2417613522839015,0.0,0.0,0.32469271825419105,0.5821899716757342,0.054745059296685286,0.0,0.0,0.6813915623058003,0.0,0.0,0.0
01-22 20:00:00+01:00,0.0,0.177832074765432,0.30502226215307293,1.0,0.0,0.0,0.2117200695812771,0.14474074855809735,0.0,0.7431477740822195,0.8676199768652699,0.0,0.0,0.2593487734971312,0.0,1.0,0.7162126458641899,0.0,0.235434482039801,0.5689148153544833,0.48604359539078296,1.0,0.38927179719038224,0.0,0.0,0.4996120157095998,0.4655728232284055,0.7399623665778415,0.0,0.0,0.78629137760138,0.19839854524390613,0.0861831433368495,0.0
01-22 21:00:00+01:00,0.0,0.21906495195997966,0.2861815746907808,1.0,0.0,0.0,0.13461820089609108,0.5860158729636722,0.0,0.6131292834124042,0.0,0.0,0.0,0.18159874475877405,0.0,1.0,0.7222399804147777,0.0,0.20517826514925372,0.2007260154548771,0.6499201670256523,1.0,0.0276128537871001,0.0,0.0,0.7218117439864846,0.498642882323975,0.7876654094850524,0.0,0.0,0.6489295390595197,0.3594695244116073,0.1388687101703074,0.0
01-22 22:00:00+01:00,0.0,0.10439359249354929,0.3846137719804901,1.0,0.0,0.0,0.3795001219459302,0.3555900286584116,0.2544587419243607,0.8052506992257559,0.6468020103088203,0.0,0.0,0.16734939248248032,0.0,1.0,0.6491218807001321,0.41086027043060247,0.16823651370646764,0.0,0.5885150939365387,1.0,0.16637127091266457,0.0,0.0,0.593373791276781,0.34039314223945216,0.8175919519288845,0.0,0.0,0.7536431851208198,0.674908970318372,0.5733334483563454,0.0
01-22 23:00:00+01:00,0.0,0.06443227796168416,0.409888909861493,1.0,0.0,0.0,0.5152102310731208,0.3638376329032388,0.17442344107030167,0.7789286285938843,0.675153805458545,0.0,0.0,0.0,0.0,1.0,0.44520097538010583,0.40318432188086195,0.135116322761194,0.0,0.6237761492938749,0.4642665794302036,0.1904226339843669,0.0,0.0,0.49579646166616737,0.3573118873832506,0.828407403583447,0.0,0.0,0.7727601013713918,0.7829431319733928,0.9463640989930493,0.0
01-23 00:00:00+01:00,0.0,0.5106789095711618,0.42897998584806113,1.0,0.0,0.0,0.0,0.0,0.0,0.4271280681445346,0.9175508761631895,0.0,0.0,0.0,0.0,0.0,0.35969896264098,0.0,0.10674013793532337,0.0,0.4616229797662286,0.00178172171860514,0.0,0.0,0.0,0.10290625979343486,0.3637590249921971,0.7166452935475187,0.0,0.0,0.2597644929637526,0.0,0.07895961889496736,0.0
01-23 01:00:00+01:00,0.0,0.5464383307125313,0.45043157626463515,1.0,0.0,0.0,0.11677512006401927,0.3133982782867127,0.0,0.3380931960302167,0.7760793544572673,0.0,0.0,0.0,0.0,0.19892551573086856,0.2779837587328065,0.0,0.09240269718905474,0.0,0.39457762666958024,0.0,0.0,0.0,0.0,0.15717067418403197,0.32903320793615953,0.5225742116689183,0.0,0.0,0.011852334064372768,0.0,0.3616072585486665,0.0
01-23 02:00:00+01:00,0.0,0.5447673222976654,0.4351932331644386,1.0,0.0,0.0,0.15387764157477116,0.051537052528123004,0.0,0.3266192001852744,0.940023407434154,0.0,0.0,0.0,0.0,0.2441583534742121,0.2860222796283289,0.0,0.08576987380597015,0.0,0.3642620695613765,0.0,0.0,0.0,0.0,0.13821011821299045,0.3842286302173765,0.5239904965861799,0.0,0.0,0.03164386012075328,0.0,0.4798964429980233,0.0
01-23 03:00:00+01:00,0.0,0.5376482315561011,0.4190582839235388,1.0,0.0,0.0,0.14669599437036715,0.0,0.0,0.30498037856000404,0.937810772431158,0.027636131622873594,0.0,0.0,0.0,0.26972378537091407,0.32014733775690934,0.0,0.08404797527363182,0.0,0.38980716214356104,0.0,0.0,0.0,0.0,0.2957453605132094,0.3936891152360844,0.5221711203238281,0.0,0.0,0.019589681835591802,0.0,0.4959568053323871,0.0
01-23 04:00:00+01:00,0.0,0.0,0.3185155156356634,1.0,0.0,0.0,0.4120061919865834,0.4781839989670886,0.0,0.41461330528753043,0.5485664312656082,0.6284823659854597,0.0,0.25960503999652257,0.0,1.0,0.6777218084861552,0.29496565933589447,0.0886777738557214,0.15414919295215188,0.7917133849518225,0.028197878256494665,0.42903307011694014,0.0,0.0,0.6108793296333026,0.4517073158415692,0.8002674267357446,0.0,0.0,0.6034192917277231,0.7599437402275875,1.0,0.0
01-23 05:00:00+01:00,0.0,0.3873475714947822,0.2420871346761387,1.0,0.0,0.0,0.0,0.0,0.0,0.3345591279898391,0.7890776620342492,0.0,0.0,0.0,0.0,0.1257588111436363,0.0423854007969522,0.0,0.10387616388059699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696268874523047,0.0,0.0,0.0,0.381524770745718,0.0,0.0,0.0
01-23 06:00:00+01:00,0.0,0.31634450007050846,0.1763383397739624,1.0,0.0,0.0,0.0,0.0,0.0,0.4884025927364481,0.41366966997279064,0.0,0.0,0.0,0.0,0.0,0.2015310872603507,0.0,0.15635014278606965,0.273276251474414,0.0,1.0,0.0,0.0,0.0,0.0,0.7336022383766895,0.0,0.0,0.0,0.23544929211087418,0.0,0.0,0.0
01-23 07:00:00+01:00,0.0,0.24566495206220718,0.12029051194173432,1.0,0.0,0.0,0.08177641064549261,0.0,0.0,0.7435116598944841,0.4458395107411267,0.12746454690529957,0.0,0.1528409891737748,0.0,0.0058369391512130345,0.48767810631097214,0.0,0.21795194092039802,0.8532700967726135,0.6763916878390704,1.0,0.0,0.0,0.0,0.0,0.8116917140059093,0.0,0.0,0.0,0.2548472898959751,0.0,0.0,0.0
01-23 08:00:00+01:00,0.0,0.29921796338182316,0.2733778327434244,1.0,0.0,0.0,0.05095980257857036,0.0,0.0,0.8499564610877964,0.703313159613068,0.0,0.0,0.27408805569984174,0.0,0.0,0.5855066605209248,0.0,0.2584516970149254,1.0,0.6087747905222535,1.0,0.0,0.0,0.0,0.0,0.7770166420335434,0.2086945664651855,0.0,0.0,0.25759944754797437,0.0,0.0,0.0
01-23 09:00:00+01:00,0.0,0.2025273782209861,0.10224916970794291,1.0,0.0,0.0,0.22552524697977464,0.10153206956292962,0.0,0.8486622968633657,0.4467310553920931,0.3160511646597633,0.0,0.0,0.0,0.1613818812066203,0.25182885968908075,0.16868006278070938,0.09425813636318406,0.9831732186881672,1.0,1.0,0.0,0.0,0.0,0.0,0.8510488878967286,0.0,0.0,0.0,0.39486592482955507,0.0,0.0,0.0
01-23 10:00:00+01:00,0.0,0.20879549530844285,0.11105450968604863,1.0,0.0,0.4207019155963407,0.24237164125626684,0.0,0.661440775291164,0.32668458950691986,0.5659928495560907,0.9655708508328898,0.11769263231896565,0.0,0.0,0.28162622516824465,0.40127426353408946,0.6385976540137589,0.474991229619403,0.2875203114636991,1.0,0.9234654599862547,0.0,0.0,0.0,0.0,0.8498456497732687,0.5568918291445336,0.0,0.005646205658659662,0.49911455845977465,0.0,0.0,0.0
01-23 11:00:00+01:00,0.6762327487441446,0.28441234228891277,0.19263582188968364,1.0,0.0,0.705500688888889,0.12158332165479828,0.0,0.5170028348098855,0.2792736778376099,0.5638140628786097,1.0,0.6950518930214705,0.204912604526112,0.8050032970603933,0.06861892693549226,0.43904472560725777,0.6201734732657064,0.7065919982462686,0.07944833553082652,1.0,0.8941479340741578,0.0,0.0,0.0,0.30947026308208714,0.6953959405176652,0.6846865518319079,0.0,0.06123512603253874,0.31402852991059244,0.0,0.0,0.0
01-23 12:00:00+01:00,0.7262383927028948,0.2894694184298738,0.19000179070952639,1.0,0.0,0.44179022409980107,0.10889015168406782,0.0,0.6339016973080628,0.25059974678556884,0.3713885404231973,1.0,0.4769565858544515,0.15987325517101025,0.7179208239204229,0.029094182279346358,0.47736587747731934,0.6690792506071184,0.6674874651492537,0.0838172024062235,1.0,0.7583605671578385,0.0,0.0,0.0,0.26454494301222947,0.7154139244376009,0.6015765720610867,0.0,0.06916889525710779,0.27232813768933306,0.0,0.0,0.0
01-23 13:00:00+01:00,0.7195813775683166,0.30141172034757013,0.19486122417354793,1.0,0.0,0.5036355036070108,0.06919066058732568,0.0,0.5845055799871693,0.2826452614836482,0.36403757776333784,1.0,0.607040567768921,0.18000841880373386,0.7269698389757799,0.021673503669762235,0.4406911695932101,0.6561089504385351,0.7734990764054726,0.06987930931140303,1.0,0.7419443988736595,0.0,0.0,0.0,0.2874720507947692,0.7104164752765728,0.6476319793761052,0.0486934213110648,0.06200266610846429,0.22528494909329547,0.0,0.0,0.0
01-23 14:00:00+01:00,0.0,0.22814809134606429,0.15316845200633789,1.0,0.0,0.0,0.4339914656118501,0.0,0.0,0.8364973868781559,0.2668161859893009,0.9970938165708465,0.0,0.0,0.0,0.5176844015584047,0.5809299290525556,0.0,0.5627126390845771,0.0,0.7640764626044038,0.03443523215321955,0.1240549312539478,0.0,0.0,0.035949643231689116,0.7385402325546077,0.0,0.0,0.11156453325064503,0.6877718377963297,0.1437379540953997,0.03598027583870641,0.0
01-23 15:00:00+01:00,0.0,0.20952378714313813,0.12719998377542424,1.0,0.0,0.0,0.4582559901919586,0.0,0.0,0.8063892250844461,0.1903645835216559,0.9612659167013113,0.0,0.0,0.0,0.5178557147460537,0.3998263940205972,0.13957747313489474,0.40779759587810943,0.0,0.7600428884142952,0.5292173516212242,0.10704598456982663,0.0,0.0,0.0,0.788469585496007,0.0,0.0,0.09055348933898703,0.6980108019784939,0.1688150122868154,0.015339741298592825,0.0
01-23 16:00:00+01:00,0.0,0.2119172621663399,0.12213688715266359,1.0,0.0,0.0,0.4291456561545055,0.0,0.0,0.673276440204732,0.21742412333589115,0.5967389427665631,0.0,0.0,0.0,0.09565193412627916,0.037478537206129925,0.3548315747474695,0.310960331800995,0.18583002172773222,0.3181030420733244,0.4721362761999471,0.0,0.0,0.0,0.0,0.7757709525511749,0.005878226338114428,0.0,0.022350307646689483,0.3721803081423543,0.11411484870047561,0.0,0.0
01-23 17:00:00+01:00,0.0,0.2132239504089214,0.13594728457200878,1.0,0.0,0.0,0.4053951874378767,0.0,0.0,0.8669424530711913,0.7834837050907277,0.13672334384059587,0.0,0.0,0.0,0.03780518703419341,0.24267851772510507,0.0,0.006881227912935334,0.649213230967572,0.4489288762690884,1.0,0.0,0.0,0.0,0.0,0.7092261062493816,0.0,0.0,0.0,0.33157518227664334,0.44020681189121413,0.060667654206854285,0.0
01-23 18:00:00+01:00,0.0,0.26211490330785947,0.19981197023934547,1.0,0.0,0.0,0.3080401750360201,0.0,0.0,0.9146062739016504,0.951671352600286,0.0,0.0,0.3777605542191143,0.0,0.20383289924691947,0.7201177602453589,0.0,0.2625369934726367,0.8196928759221891,0.0,1.0,0.0,0.0,0.0,0.21551602934912092,0.6250811646133471,0.4177294216048834,0.0,0.0,0.09068980704208603,0.29820746936378795,0.25038339324794817,0.0
01-23 19:00:00+01:00,0.0,0.2607507924142499,0.17148309993190156,1.0,0.0,0.0,0.29118455203268057,0.013547545109694782,0.0,0.9054147274484396,1.0,0.0,0.0,0.44348867283404636,0.0,0.2015547890822105,0.7978006526954164,0.0,0.26548863930348254,0.8169283946002084,0.0,1.0,0.0,0.0,0.0,0.2948498289153629,0.6398895707918912,0.47855676756699106,0.0,0.0,0.08206265136236975,0.28751645350804783,0.2931181463956443,0.0
01-23 20:00:00+01:00,0.0,0.33312684762300293,0.2230982753102622,1.0,0.0,0.0,0.057771561890331315,0.0,0.0,0.9318740104253915,0.9110288226094122,0.0,0.0,0.29093801771541683,0.0,0.0,0.6653112166715269,0.0,0.24115364497512434,0.7519102069727907,0.0,1.0,0.0,0.0,0.0,0.2746585825616007,0.5719190928457331,0.6365071823346147,0.0,0.0,0.25610823859275056,0.8381965656411031,0.46855267523443833,0.0
01-23 21:00:00+01:00,0.0,0.37323929291269836,0.2683249697292279,1.0,0.0,0.0,0.050154732970060484,0.3888738629626663,0.0,0.8057634418124058,0.537993049863555,0.0,0.0,0.23525092900501124,0.0,0.4177044248543171,0.6022249696226074,0.0,0.21007161962686566,0.4147376414180714,0.4171445719416109,1.0,0.0,0.0,0.0,0.22916148914664705,0.5060434653303048,0.7225570205716968,0.0,0.0,0.6520138684252353,0.8996039364464207,0.616558600250385,0.0
01-23 22:00:00+01:00,0.0,0.38711032126859624,0.2817117214386088,1.0,0.0,0.0,0.1445133804965561,0.5484601119465383,0.0,0.756736483080763,0.22713381034254831,0.0,0.0,0.1581054181484293,0.0,0.09122702079408464,0.6157426206857536,0.0,0.17309472738805967,0.17250230381789117,0.504454430616883,1.0,0.0,0.0,0.0,0.4680748586620486,0.5045438846061516,0.7547201780363001,0.0,0.0,0.3782250515122004,0.8928501131568846,0.9705922784319553,0.0
01-23 23:00:00+01:00,0.0,0.0,0.0,0.1023867330843765,0.4629612345484655,0.0,0.22396465609516955,0.3987399185658128,0.16142882885343499,0.8419304436055047,0.4838988521446246,0.0,0.0,0.23789676215211844,0.0,1.0,0.49908169435132055,0.362920142069324,0.14080034492537313,0.2638378515478623,0.3422864951554452,0.8940894082343873,0.3839524285349432,0.0,0.0,0.0,0.0,0.693024867399304,0.0,0.12150661941369643,0.0,0.4005702114135206,1.0,0.0
