,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_118_N_121_cac1,,,,,,,,,
1984,4.68E-05,-2.79E-05,-3.95E-05,-7.06E-05,-4.55715E-05,0.000632074,0.00026105,0.000335269,,,,,,,,,
1985,7.60E-06,-4.75E-05,7.72E-05,-1.16E-05,-0.000168458,0.000893738,0.000350613,0.000785302,,,,,,,,,
1986,1.92E-05,-6.58E-05,1.24E-04,-9.15E-05,-9.65E-05,0.000870619,0.000274628,0.001150399,,,,,,,,,
1987,4.50E-06,-0.000111431,6.98E-05,-1.04E-04,-6.67E-05,0.000833921,0.000297107,0.001220115,,,,,,,,,
1988,5.23E-06,-0.000130352,0.000105612,-5.75E-05,-4.46E-05,0.000928067,0.000341378,0.001234733,,,,,,,,,
1989,8.44E-06,-0.000108686,0.000184759,8.44E-06,-9.7402E-05,0.000942461,0.000346317,0.001122858,,,,,,,,,
1990,1.23E-05,-7.6309E-05,0.000127465,4.03E-06,-0.000142947,0.000911794,0.000362687,0.001039818,,,,,,,,,
1991,-2.30E-05,-7.21477E-05,0.000132591,-2.41E-05,-0.000189833,0.000932757,0.000391126,0.001047179,,,,,,,,,
1992,-6.21E-06,-3.44218E-05,1.51E-04,-2.43E-06,-0.000203915,0.000927683,0.000396922,0.000908211,,,,,,,,,
1993,-4.30E-05,-5.83269E-05,4.32E-05,-1.77E-05,-0.000238247,0.00083242,0.000336565,0.000707723,,,,,,,,,
1994,-5.09E-05,-0.000101589,-4.77E-05,6.46705E-06,-0.00020342,0.000712138,0.000238627,0.000633862,,,,,,,,,
1995,-5.94E-05,-0.000105754,-5.02E-05,4.49E-06,-0.000211261,0.000694193,0.000228182,0.000637487,,,,,,,,,
1996,-1.02E-05,-3.41423E-05,1.05E-04,-7.39E-06,-0.00020111,0.000853579,0.000398137,0.00079466,,,,,,,,,
1997,-4.66E-05,-8.96453E-05,0.000110459,4.82E-05,-0.000185348,0.000870034,0.000373233,0.001118511,,,,,,,,,
1998,-6.26E-05,-1.36E-04,2.7385E-06,2.06E-05,-0.000140142,0.000778616,0.000291702,0.001104139,,,,,,,,,
1999,-7.79E-05,-0.000159111,-1.26772E-05,-3.22E-05,-0.000138629,0.000752728,0.000268124,0.001062755,,,,,,,,,
2000,-5.45E-05,-0.000133723,9.14175E-06,-2.15E-05,-0.000112877,0.000840791,0.000332285,0.00107817,,,,,,,,,
2001,-3.51E-05,-1.14E-04,2.99E-05,2.15E-05,-0.000102866,0.000908766,0.000372686,0.000811823,,,,,,,,,
2002,-9.76E-05,-1.76E-04,-6.75E-05,-3.77E-05,-0.000140417,0.000915322,0.000361159,0.000631403,,,,,,,,,
2003,-5.57E-05,-1.64E-04,-9.46E-05,3.79E-05,-5.65E-05,0.000601925,0.000214811,0.000346344,,,,,,,,,
2004,-4.12352E-05,-1.79E-04,-1.26E-04,1.04E-04,2.40E-05,0.000603627,0.000214536,0.000310298,,,,,,,,,
2005,-4.78E-05,-1.87E-04,-1.35E-04,1.12E-04,2.89E-05,0.000598479,0.000212692,0.000322565,,,,,,,,,
2006,-1.32E-04,-2.50E-04,-2.01E-04,-4.52E-05,-1.27E-04,0.000615738,0.000187248,0.000385463,,,,,,,,,
2007,-5.03E-05,-1.28E-04,-4.56E-05,-4.30E-05,-5.80472E-05,0.000902146,0.000370406,0.000667814,,,,,,,,,
2008,-1.20E-04,-1.94E-04,-1.29E-04,-1.72E-04,-9.54305E-05,0.000903298,0.000297845,0.000510772,,,,,,,,,
2009,-1.45E-04,-0.000245157,-1.11E-04,-1.71E-04,-4.3914E-05,0.001034334,0.000363454,0.000711668,,,,,,,,,
2010,-1.31E-04,-0.00034513,-0.000160713,-1.19E-04,9.39295E-05,0.001547727,0.000634231,0.001086023,,,,,,,,,
2011,-1.35E-04,-0.000348366,-1.61E-04,-1.06E-04,0.000118662,0.00167789,0.000649896,0.001174134,,,,,,,,,
2012,-1.53E-04,-0.000350941,-1.57E-04,-1.46E-04,7.25655E-05,0.001526539,0.000590444,0.001182315,,,,,,,,,
2013,-1.26E-04,-0.000244674,1.46065E-05,-8.56E-05,-6.39E-05,0.0009863,0.000333168,0.000989288,,,,,,,,,
2014,-1.55E-04,-0.000273504,0.000113409,-1.29E-04,-2.15E-04,0.000866075,0.000204995,0.000901461,,,,,,,,,
2015,7.17E-06,-8.1826E-05,0.000190135,7.17E-05,-0.000118234,0.00091615,0.000361528,0.001028109,,,,,,,,,
2016,-3.23E-05,-9.65E-05,8.49147E-05,4.83E-05,-0.000181075,0.000921015,0.000370071,0.001016248,,,,,,,,,
2017,-6.96E-05,-1.11E-04,9.5673E-05,5.14E-05,-0.000215776,0.000913221,0.00036465,0.000967063,,,,,,,,,
2018,-7.85E-05,-0.000105202,1.02E-04,2.72E-05,-0.000249047,0.000893634,0.000347644,0.000909761,,,,,,,,,
2019,-4.99E-05,-8.50931E-05,1.13E-04,2.94E-05,-0.000231966,0.000884395,0.000346985,0.000908967,,,,,,,,,
2020,-6.69E-05,-0.00010502,0.000107899,5.64E-05,-0.000215184,0.000896066,0.000372395,0.001053538,,,,,,,,,
2021,-2.73E-05,-0.000105478,4.3373E-05,3.44E-05,-0.000156746,0.000836286,0.000327147,0.001103073,,,,,,,,,
2022,-7.15E-05,-0.000151336,0.000127931,-2.51E-05,-0.000125412,0.000844966,0.000295073,0.001108811,,,,,,,,,
2023,-6.23E-05,-0.000172078,-9.428E-06,-1.21E-04,-7.94E-05,0.000870318,0.000339773,0.001167801,,,,,,,,,
2024,-2.88E-05,-1.17E-04,3.26E-05,-5.41E-05,-0.000106811,0.000832786,0.00030328,0.00117106,,,,,,,,,
2025,2.59E-05,-5.42E-05,4.72E-05,-4.32E-05,-0.000101481,0.000877031,0.000339032,0.001063489,,,,,,,,,
2026,1.66E-05,-6.08E-05,5.50E-05,-1.47E-05,-9.88245E-05,0.000930403,0.00037229,0.000875667,,,,,,,,,
2027,-1.82E-06,-7.92E-05,5.85E-05,-9.98E-06,-0.000107374,0.000941075,0.000385553,0.000794947,,,,,,,,,
2028,4.31E-06,-7.48E-05,5.32E-05,-2.82E-06,-9.14894E-05,0.000929285,0.000381082,0.000767171,,,,,,,,,
2029,2.85E-06,-7.63E-05,3.31E-05,-7.55E-06,-9.33669E-05,0.000924293,0.000366729,0.000770401,,,,,,,,,
2030,-5.44E-06,-8.52E-05,4.76E-06,-5.08E-05,-8.27795E-05,0.000934016,0.000354708,0.000739087,,,,,,,,,
2031,-7.70E-05,-0.00015378,-3.84E-05,-1.19E-04,-1.14E-04,0.000912317,0.000292965,0.000592262,,,,,,,,,
2032,-9.17E-05,-1.78E-04,-3.64E-05,-7.38E-05,-7.20253E-05,0.001027692,0.000327513,0.000757463,,,,,,,,,
2033,-9.40E-05,-1.93E-04,-5.0161E-05,-2.01E-04,-9.29E-05,0.000983741,0.000312861,0.000886089,,,,,,,,,
2034,-9.27E-05,-0.000320207,-1.36E-04,-1.24E-04,0.000104111,0.001668122,0.000659746,0.001192637,,,,,,,,,
2035,-1.41E-04,-0.000356931,-1.76E-04,-1.11E-04,0.000104286,0.001662731,0.000652998,0.001181104,,,,,,,,,
2036,-1.38E-04,-0.000350006,-1.57E-04,-9.91E-05,0.000102721,0.001632564,0.00063841,0.001262855,,,,,,,,,
2037,-1.00E-04,-0.000257522,-5.02E-05,-1.13E-04,1.27E-06,0.00114331,0.00044398,0.001174357,,,,,,,,,
2038,-9.73E-05,-0.000226353,0.000100285,-9.90E-05,-1.11E-04,0.000971064,0.000271559,0.001028348,,,,,,,,,
2039,1.67E-06,-0.000103798,0.000177603,3.39E-05,-0.000147581,0.000884503,0.00032163,0.001005042,,,,,,,,,
2040,-6.12E-06,-8.30923E-05,9.143E-05,4.76E-05,-0.000156581,0.000927013,0.000373048,0.001041148,,,,,,,,,
2041,-5.04E-05,-0.000100247,9.76325E-05,4.70394E-05,-0.000198234,0.000909481,0.000369087,0.001014452,,,,,,,,,
2042,-7.74E-05,-0.000113137,9.70625E-05,4.23E-05,-0.00022861,0.000893172,0.000359412,0.000983566,,,,,,,,,
2043,-8.85E-05,-0.000114668,1.00E-04,4.52E-05,-0.000237301,0.000887025,0.00035721,0.000978675,,,,,,,,,
2044,-4.23E-05,-9.45626E-05,0.000105184,4.70E-05,-0.000190143,0.000899177,0.000372816,0.001040217,,,,,,,,,
2045,-1.58E-05,-9.53153E-05,3.4135E-05,2.48E-05,-0.000140466,0.000837434,0.000323795,0.001111601,,,,,,,,,
2046,-8.99E-05,-0.000173633,0.000112966,-3.90E-05,-0.000115872,0.000849384,0.000287466,0.001099244,,,,,,,,,
2047,-7.83E-05,-0.000188157,-2.0113E-05,-1.67E-04,-7.94E-05,0.00083534,0.000339776,0.001122217,,,,,,,,,
2048,-6.95E-05,-1.58E-04,6.88E-06,-1.06E-04,-9.53E-05,0.000851404,0.00031969,0.001127765,,,,,,,,,
2049,-3.96E-05,-1.19E-04,2.47E-05,-6.63E-05,-0.000113256,0.000922282,0.000314467,0.000753343,,,,,,,,,
2050,-3.22E-05,-1.10E-04,-2.46E-05,-9.27E-05,-6.61575E-05,0.000964783,0.000390791,0.000633888,,,,,,,,,
2051,-2.82E-05,-1.10E-04,-3.60E-05,-8.71E-05,-4.239E-05,0.000951875,0.000393164,0.00059174,,,,,,,,,
2052,-4.68E-05,-1.37E-04,-6.44E-05,-9.11E-05,-3.33416E-05,0.000964299,0.000403516,0.000560228,,,,,,,,,
2053,-5.49E-05,-1.45E-04,-8.18E-05,-8.78E-05,-3.92495E-05,0.000948645,0.00038572,0.000551902,,,,,,,,,
2054,-8.46E-05,-1.63E-04,-8.44E-05,-7.80E-05,-7.30977E-05,0.000928167,0.000330862,0.000580631,,,,,,,,,
2055,-1.06E-04,-1.81E-04,-7.28E-05,-5.13E-05,-7.33138E-05,0.000909571,0.00031497,0.000710894,,,,,,,,,
2056,-1.08E-04,-2.01E-04,-9.74E-05,-1.18E-04,-9.37E-05,0.000878822,0.000314884,0.00065479,,,,,,,,,
2057,-9.61E-05,-0.000222168,-8.82E-05,-1.47E-04,-5.4743E-05,0.001070045,0.000388954,0.000635427,,,,,,,,,
2058,-9.52E-05,-0.000329703,-0.000139717,-9.30E-05,0.00010562,0.001712904,0.000684045,0.001147096,,,,,,,,,
2059,-1.34E-04,-0.00035759,-1.76E-04,-1.02E-04,0.000104406,0.001644084,0.000672621,0.001235113,,,,,,,,,
2060,-1.40E-04,-0.000350069,-1.66E-04,-0.000116691,0.000102289,0.001636926,0.000650738,0.001265604,,,,,,,,,
2061,-1.01E-04,-0.00025855,-6.01E-05,-1.21E-04,1.98E-06,0.001163747,0.000443645,0.001195543,,,,,,,,,
2062,-9.82E-05,-0.000217073,9.1314E-05,-1.05E-04,-1.22E-04,0.000971902,0.0002666,0.001022592,,,,,,,,,
2063,-6.29E-06,-0.000106171,0.00019202,2.03E-05,-0.000154853,0.000886559,0.000317116,0.000992104,,,,,,,,,
2064,-1.72E-05,-8.32E-05,0.000115816,4.03E-05,-0.000166029,0.000924415,0.000371725,0.00102156,,,,,,,,,
2065,-5.59E-05,-1.06E-04,0.000103347,3.45E-05,-0.000204724,0.000918437,0.000367638,0.000962536,,,,,,,,,
2066,-7.68E-05,-1.10E-04,9.35E-05,3.43E-05,-0.00022126,0.000902276,0.000354815,0.000922613,,,,,,,,,
2067,-8.47E-05,-1.05E-04,1.05E-04,2.61E-05,-0.000231903,0.00090126,0.000349864,0.00090364,,,,,,,,,
2068,-4.53E-05,-0.000107195,9.54235E-05,4.40E-05,-0.000189043,0.000903737,0.000366703,0.000989747,,,,,,,,,
2069,-1.72E-06,-8.12482E-05,2.85585E-05,1.62E-05,-0.000121176,0.00086838,0.000334941,0.001103852,,,,,,,,,
2070,-6.87E-05,-0.000153415,9.5505E-05,-4.12E-05,-9.13595E-05,0.000876147,0.000294775,0.001083728,,,,,,,,,
2071,-6.72E-05,-0.000177067,-1.6868E-05,-1.69E-04,-7.94E-05,0.000880931,0.000340902,0.001097423,,,,,,,,,
2072,-6.68E-05,-1.53E-04,-3.0135E-06,-1.05E-04,-6.2816E-05,0.000867374,0.000336532,0.001050875,,,,,,,,,
2073,-4.24E-05,-1.19E-04,-2.78E-06,-2.93E-05,-8.17585E-05,0.000916511,0.000312593,0.000822682,,,,,,,,,
2074,-3.76E-05,-1.16E-04,-3.65E-05,-1.13E-04,-7.9982E-05,0.000943408,0.000350159,0.000602119,,,,,,,,,
2075,-3.71E-05,-1.13E-04,-4.85E-05,-9.67E-05,-8.12337E-05,0.000912454,0.000361584,0.000568759,,,,,,,,,
2076,-7.35E-05,-0.000196464,-1.90E-04,-1.04E-04,-9.55275E-05,0.000766095,0.000218339,0.000421617,,,,,,,,,
2077,-7.49E-05,-2.02E-04,-1.62E-04,-1.02E-04,-9.60901E-05,0.000781011,0.000232041,0.000472888,,,,,,,,,
2078,3.63595E-06,-7.46E-05,-1.05E-05,-1.05E-04,-4.62757E-05,0.000914924,0.000360601,0.000631485,,,,,,,,,
2079,-3.07E-05,-1.09E-04,-5.39E-05,-1.40E-04,-7.06915E-05,0.000870858,0.000298917,0.000581522,,,,,,,,,
2080,-6.86E-05,-0.000165094,-7.68E-05,-1.86E-04,-8.79E-05,0.000889048,0.00032939,0.000567559,,,,,,,,,
2081,-5.69E-05,-0.000182997,-5.01E-05,-1.75E-04,-6.03085E-05,0.00107006,0.000388969,0.000657759,,,,,,,,,
2082,-7.47E-05,-0.000295297,-1.17E-04,-1.34E-04,9.73675E-05,0.001655463,0.00066375,0.001107958,,,,,,,,,
2083,-1.07E-04,-0.00033645,-1.56E-04,-1.23E-04,0.000103123,0.001635317,0.000655856,0.001207207,,,,,,,,,
2084,-1.18E-04,-0.000330131,-1.35E-04,-1.37E-04,9.08075E-05,0.001587227,0.000625324,0.001283367,,,,,,,,,
2085,-7.88E-05,-0.000236727,-2.48E-05,-1.17E-04,-2.88E-06,0.001110051,0.000443004,0.001209259,,,,,,,,,
2086,-1.01E-04,-0.000221982,0.000113856,-1.07E-04,-1.40E-04,0.000953145,0.000259019,0.001032997,,,,,,,,,
2087,2.19E-06,-8.58828E-05,0.000207644,4.86E-05,-0.000145946,0.000892103,0.00032879,0.001028951,,,,,,,,,
2088,-1.52E-05,-8.83225E-05,9.59115E-05,4.81E-05,-0.000167977,0.000929598,0.00037029,0.001052529,,,,,,,,,
2089,-5.26E-05,-0.000106674,0.000107605,5.14E-05,-0.000197574,0.000916921,0.000371494,0.001001604,,,,,,,,,
2090,-8.26E-05,-1.09E-04,1.03E-04,4.58E-05,-0.00023001,0.000895061,0.000354994,0.000951122,,,,,,,,,
2091,-7.96E-05,-0.000105601,1.11E-04,3.83E-05,-0.000237852,0.000886507,0.000350442,0.000953354,,,,,,,,,
2092,-5.14E-05,-0.000109721,0.000107795,4.68E-05,-0.000196632,0.000899713,0.000368844,0.001040704,,,,,,,,,
2093,1.31E-05,-5.82965E-05,7.28E-05,4.78E-05,-0.000118245,0.000879452,0.000357081,0.001153902,,,,,,,,,
2094,-1.84665E-05,-0.000105031,0.000114061,-1.68E-05,-8.7153E-05,0.000862468,0.00032318,0.001113102,,,,,,,,,
2095,-3.38E-05,-0.00012229,2.6647E-05,-5.18E-05,-0.000109043,0.000822004,0.000318643,0.001157701,,,,,,,,,
2096,3.41E-05,-3.03E-05,9.62E-05,-4.10E-05,-0.000106786,0.000851117,0.000350285,0.001081612,,,,,,,,,
2097,-5.39E-05,-9.70E-05,5.03E-05,-5.74E-05,-0.000203062,0.000853613,0.000319094,0.000831627,,,,,,,,,
2098,-2.18E-05,-1.23E-04,-6.79E-06,6.41E-05,-8.00E-05,0.000576191,0.000150483,0.000465941,,,,,,,,,
2099,8.36E-05,-4.37E-05,6.17E-05,2.10E-04,1.07E-04,0.000542447,0.00016918,0.000413835,,,,,,,,,
2100,9.29E-05,-3.32892E-05,2.14E-05,2.16E-04,0.000141788,0.000389002,0.000106536,0.000232339,,,,,,,,,
2101,3.12E-05,-0.000139855,-9.94E-05,2.14E-04,1.16E-04,0.000304598,1.99192E-05,0.000107396,,,,,,,,,
2102,8.84234E-05,-3.78601E-05,4.28E-05,2.23E-04,1.48E-04,0.00044094,0.000163287,0.000318501,,,,,,,,,
2103,-2.43E-05,-1.17E-04,-6.36E-05,3.18E-05,-1.34E-04,0.000583213,0.000158913,0.000416335,,,,,,,,,
2104,-3.17E-06,-8.13E-05,9.93E-06,-4.31E-05,-0.000101756,0.000947815,0.000363488,0.000708416,,,,,,,,,
2105,-6.80E-05,-1.48E-04,-2.22E-05,-8.05E-05,-8.48E-05,0.000985027,0.000315391,0.000747722,,,,,,,,,
2106,-7.14E-05,-0.000243902,-8.37E-05,-1.48E-04,-4.59365E-05,0.001263183,0.000443008,0.001049783,,,,,,,,,
2107,-1.16E-04,-0.000316862,-1.27E-04,-1.59E-04,8.4963E-05,0.001506139,0.000600137,0.001259357,,,,,,,,,
2108,-9.75E-05,-0.000255622,-8.23E-05,-1.68E-04,-2.42E-06,0.001340985,0.000508162,0.001249969,,,,,,,,,
2109,-7.63E-05,-1.95E-04,4.3351E-05,-8.88E-05,-6.19E-05,0.000945348,0.000323947,0.001090456,,,,,,,,,
2110,-1.05E-04,-2.04E-04,0.000141211,-6.19E-05,-0.000195891,0.000880514,0.000237253,0.000979692,,,,,,,,,
2111,2.04E-05,-5.7272E-05,0.00015799,7.05E-05,-0.000127397,0.000924506,0.000370112,0.001067725,,,,,,,,,
2112,-3.32E-05,-9.48158E-05,7.82612E-05,4.31E-05,-0.000189744,0.000916999,0.00036392,0.001054675,,,,,,,,,
2113,-7.32E-05,-1.16E-04,7.24E-05,2.06E-05,-0.0002417,0.000892818,0.000343192,0.000951052,,,,,,,,,
2114,2.13E-05,-1.90E-05,1.05E-04,1.96E-05,-0.000172906,0.000909749,0.00038977,0.000846174,,,,,,,,,
2115,-4.98E-05,-7.29598E-05,2.68E-05,1.12E-08,-0.000207245,0.000838719,0.00031985,0.00073145,,,,,,,,,
2116,-9.84E-06,-3.9E-05,7.60E-05,1.41E-05,-0.000189442,0.000882737,0.000366002,0.000805903,,,,,,,,,
2117,2.04E-06,-5.18524E-05,1.13E-04,2.69E-05,-0.000192374,0.000859059,0.00035635,0.0009274,,,,,,,,,
2118,-5.75E-05,-9.63473E-05,1.06E-04,7.52E-05,-0.000223581,0.00077704,0.000325237,0.001059584,,,,,,,,,
2119,-2.51E-05,-6.6735E-05,9.47E-05,5.24E-05,-0.000214107,0.00070747,0.000322752,0.001096286,,,,,,,,,
2120,-1.42E-05,-1.16E-04,5.81E-06,1.47E-04,-9.85414E-05,0.000422753,0.000114698,0.000767548,,,,,,,,,
2121,8.59E-05,7.46E-05,0.000133719,2.71E-04,1.55E-04,0.000303645,1.06E-04,2.65E-04,,,,,,,,,
2122,5.05E-06,1.61E-05,1.56E-04,-3.96E-05,-1.45E-04,2.69E-05,2.93E-05,6.87E-05,,,,,,,,,
2123,2.85E-06,8.10E-06,4.74E-05,5.70E-06,-1.31E-05,6.11E-05,2.94E-05,9.50E-06,,,,,,,,,
2124,8.79E-07,6.16E-06,1.09E-05,-1.82E-05,-1.05E-05,4.39E-05,2.35E-05,2.38E-07,,,,,,,,,
2125,8.75E-07,6.17E-06,1.09E-05,-1.91E-05,-8.33E-06,1.72E-05,1.57E-05,-4.70E-06,,,,,,,,,
2126,8.75E-07,6.16E-06,2.14E-05,-2.00E-05,-2.01E-05,2.76E-07,4.17E-07,9.31E-06,,,,,,,,,
2127,6.99E-05,-6.08E-06,7.51E-05,-1.38E-04,-3.13E-05,1.64E-04,1.50E-04,4.89E-05,,,,,,,,,
2128,3.79E-05,-2.55E-05,-7.88E-05,1.49E-05,-1.42E-04,0.000691552,0.000270605,0.000459544,,,,,,,,,
2129,2.06E-05,-4.05E-05,5.04E-05,-1.34E-05,-0.000148967,0.000932053,0.000347637,0.000773035,,,,,,,,,
2130,8.37E-06,-9.11E-05,8.58825E-05,-5.57E-05,-9.44E-05,0.000925481,0.000309207,0.001123425,,,,,,,,,
2131,-4.66E-05,-0.000151009,5.20E-05,-1.22E-04,-1.02E-04,0.000771601,0.00026067,0.001163923,,,,,,,,,
2132,-5.37E-05,-1.70E-04,9.6627E-05,-9.42E-05,-1.06E-04,0.000820819,0.000260479,0.001155957,,,,,,,,,
2133,-6.51E-05,-0.000157036,0.000139714,-3.87E-07,-0.000146959,0.000839625,0.00027426,0.001065802,,,,,,,,,
2134,4.07E-05,-5.23E-05,0.000136983,5.12E-05,-0.000115864,0.000916519,0.000368796,0.001068108,,,,,,,,,
2135,-2.08E-05,-7.1876E-05,8.20423E-05,3.64E-06,-0.000215121,0.000901636,0.000348013,0.000975754,,,,,,,,,
2136,1.49E-05,-5.53E-05,9.98118E-05,-5.53E-05,-0.00022123,0.000887383,0.000312459,0.000795562,,,,,,,,,
2137,-4.77E-05,-1.31E-04,-5.48E-05,-8.08E-05,-2.09E-04,0.000757758,0.00021499,0.000549979,,,,,,,,,
2138,-7.63E-05,-1.45E-04,-5.09E-05,-6.08E-05,-2.34E-04,0.000689484,0.000204325,0.000536315,,,,,,,,,
2139,-1.05E-04,-1.67E-04,-5.60097E-05,6.41E-05,-2.51E-04,0.000662074,0.000197608,0.00063207,,,,,,,,,
2140,-9.96E-05,-1.72E-04,-5.1912E-05,6.25E-05,-2.39E-04,0.000652704,0.000193644,0.000649683,,,,,,,,,
2141,-9.20E-05,-1.66E-04,-5.33797E-05,7.64E-05,-2.28E-04,0.000638474,0.00018641,0.000689641,,,,,,,,,
2142,-3.49E-05,-1.07E-04,-2.35E-05,-6.42E-05,-0.000208098,0.000553172,0.000207812,0.000567734,,,,,,,,,
2143,4.88E-05,-4.50238E-05,2.90E-05,8.10E-05,7.91811E-05,0.000578612,0.000239018,0.000635974,,,,,,,,,
2144,1.72E-05,-6.55E-05,1.75E-05,1.12E-05,-1.28E-04,8.92E-05,-1.44E-05,2.01E-04,,,,,,,,,
2145,9.52E-06,1.42E-05,8.24E-05,5.07E-05,-6.89E-05,9.12E-05,3.87E-05,5.81E-05,,,,,,,,,
2146,3.38E-06,8.10E-06,1.99E-05,8.99E-05,-1.31E-05,6.15E-05,2.97E-05,1.65E-05,,,,,,,,,
2147,3.09E-06,8.10E-06,1.13E-05,3.51E-06,-1.31E-05,4.26E-05,1.46E-05,9.87E-07,,,,,,,,,
2148,8.72E-07,6.17E-06,6.13E-06,-1.63E-05,-1.14E-05,3.32E-05,1.05E-05,-5.76E-06,,,,,,,,,
2149,8.61E-07,6.17E-06,7.22E-06,-1.93E-05,-9.09E-06,1.68E-05,1.39E-05,-4.27E-06,,,,,,,,,
2150,8.72E-07,6.17E-06,1.02E-05,-1.91E-05,-2.51E-05,-8.09E-06,-5.96E-06,1.98E-05,,,,,,,,,
2151,7.43E-05,6.35E-05,1.07E-04,-3.29E-05,5.56E-05,1.27E-04,1.20E-04,6.85E-05,,,,,,,,,
2152,2.56E-05,-5.69E-05,-7.12E-07,6.86E-05,-1.07E-05,0.000503846,0.000165116,0.000500482,,,,,,,,,
2153,-1.55E-06,-5.95E-05,6.45E-05,-2.48E-05,-0.000192806,0.00080495,0.000307765,0.001024958,,,,,,,,,
2154,-1.41E-05,-9.3374E-05,6.71E-05,-3.22E-05,-9.81505E-05,0.000790373,0.00027315,0.001091183,,,,,,,,,
2155,-3.77E-05,-0.00015365,8.2318E-05,-7.87E-05,-8.16E-05,0.000827186,0.000290628,0.001195986,,,,,,,,,
2156,-3.05E-05,-0.000170064,0.000148814,-6.36E-05,-9.34E-05,0.00095462,0.000330298,0.001076523,,,,,,,,,
2157,9.53E-06,-0.000100273,9.9823E-05,7.54E-06,-0.000140846,0.000877142,0.000329811,0.001032219,,,,,,,,,
2158,4.89E-06,-5.50525E-05,0.000161763,-2.36E-05,-0.000155893,0.000963583,0.000420883,0.001013331,,,,,,,,,
2159,-2.83E-05,-5.18E-05,0.000172753,-3.32E-05,-0.00025234,0.000946879,0.000397194,0.000824902,,,,,,,,,
2160,-5.41E-05,-8.26E-05,1.75E-05,-3.09E-05,-0.0002122,0.000810314,0.000305585,0.000632692,,,,,,,,,
2161,-5.22E-05,-1.09E-04,-5.09E-05,-1.89E-05,-1.97E-04,0.000692975,0.000209391,0.000587478,,,,,,,,,
2162,-6.25E-05,-1.16E-04,-5.34E-05,-2.24E-05,-2.05E-04,0.000667591,0.000206858,0.000559025,,,,,,,,,
2163,-6.13E-05,-8.9679E-05,1.46E-05,-3.84E-05,-0.000211101,0.000795998,0.000296961,0.00064788,,,,,,,,,
2164,-1.19E-05,-7.03149E-05,8.67731E-05,3.33E-05,-0.000166781,0.000879072,0.000363838,0.001050897,,,,,,,,,
2165,-4.44765E-05,-0.000131011,0.000134573,-8.67E-06,-0.000104197,0.000820517,0.000290696,0.001055542,,,,,,,,,
2166,-8.83E-05,-0.000198148,7.7265E-06,-1.21E-04,-7.91E-05,0.000912725,0.000328951,0.001097158,,,,,,,,,
2167,-3.69E-05,-0.000125438,3.837E-06,-7.17E-05,-0.000112425,0.000775192,0.00028241,0.001097121,,,,,,,,,
2168,2.16E-05,-4.30E-05,7.59E-05,-2.02E-05,-0.00016066,0.000788105,0.000305057,0.001064707,,,,,,,,,
2169,-1.02E-05,-1.09E-04,-2.21E-05,4.45E-05,-0.000162348,0.000519589,0.000116184,0.000739593,,,,,,,,,
2170,1.17E-04,-1.22151E-05,4.23E-05,3.04E-04,1.22E-04,0.000384029,9.47901E-05,0.000400309,,,,,,,,,
2171,-3.84E-06,-4.84E-05,7.88309E-05,0.000288688,6.82E-05,0.000312265,3.93E-05,2.25E-04,,,,,,,,,
2172,1.17E-05,-3.29E-05,8.8282E-05,0.000137422,-2.84E-05,2.22E-04,3.36431E-05,2.35E-04,,,,,,,,,
2173,7.01E-05,-1.66E-06,9.35085E-05,2.56E-04,9.40E-05,0.000328314,4.04E-05,0.000403047,,,,,,,,,
2174,1.78E-04,7.0937E-05,9.60E-05,0.000223078,9.62E-05,0.000579104,0.000232108,0.000541806,,,,,,,,,
2175,-8.03E-05,-1.58E-04,-1.01E-04,5.48E-06,-0.000259884,0.000565656,0.000121635,0.000716586,,,,,,,,,
2176,1.15E-05,-0.000060905,1.56E-05,-5.56E-05,-0.000143755,0.000838653,0.000315391,0.000990037,,,,,,,,,
2177,-5.78E-05,-1.37E-04,-3.9928E-05,-9.35E-05,-1.12E-04,0.000926554,0.000282154,0.000851486,,,,,,,,,
2178,-6.82E-05,-0.000243466,-6.24E-05,-5.71E-05,-1.73E-05,0.001139756,0.00046286,0.001058113,,,,,,,,,
2179,-1.14E-04,-0.000277452,-1.03E-04,-8.56E-05,9.85E-06,0.00137341,0.000514373,0.001221069,,,,,,,,,
2180,-1.33E-04,-0.000251796,-1.90E-05,-8.01E-05,-6.24E-05,0.001047458,0.000368417,0.00105023,,,,,,,,,
2181,-1.33E-04,-0.000256036,0.000107572,-9.60E-05,-0.000165589,0.000911452,0.000249073,0.000973851,,,,,,,,,
2182,-3.92E-05,-0.000138648,7.54445E-05,1.96E-05,-0.000159562,0.000886332,0.000322264,0.001002148,,,,,,,,,
2183,-3.30E-05,-7.86E-05,8.6117E-05,1.39E-05,-0.000186592,0.000941135,0.000376251,0.000995394,,,,,,,,,
2184,-7.32E-05,-9.33892E-05,0.000106387,4.08E-05,-0.000234123,0.000920679,0.000371769,0.000943117,,,,,,,,,
2185,-6.30E-06,-4.80675E-05,1.20E-04,2.47E-05,-0.000193797,0.00090928,0.000383966,0.000865299,,,,,,,,,
